,geohash8,decision_date,decision_type
24032,dhtxr4nj,2023-06-26,sales
24033,dhtxr4pj,2023-05-11,sales
24034,dhtxr4nx,2023-05-09,sales
24035,dhtxr60t,2022-10-17,sales
24036,dhtxr65p,2023-09-28,sales
24037,dhtxr64r,2023-04-17,sales
24038,dhtxr60z,2023-09-14,sales
24039,dhtxr1jd,2023-01-09,sales
24040,dhtxr1nd,2023-03-10,sales
24041,dhtxr1pd,2022-11-28,sales
24042,dhtxr1pf,2023-03-30,sales
24043,dhtxr314,2022-08-17,sales
24044,dhtxr34f,2022-07-18,sales
24045,dhtxr4k1,2022-11-21,sales
24046,dhtxr62c,2023-05-09,sales
24047,dhtxr631,2023-03-09,sales
24048,dhtxr633,2022-08-04,sales
24049,dhtxr661,2023-06-29,sales
24050,dhtxr3e3,2023-09-15,sales
24051,dhtxr1us,2023-08-01,sales
24052,dhtxr1u2,2022-09-26,sales
24053,dhtxr457,2022-07-21,sales
24054,dhtxr4qv,2023-01-17,sales
24055,dhtwwy3z,2023-08-10,sales
24056,dhtwwy9v,2023-03-14,sales
24057,dhtwwy9t,2023-08-10,sales
24058,dhtwwy9d,2022-08-22,sales
24059,dhtwwy99,2023-03-24,sales
24060,dhtwwy96,2022-07-14,sales
24061,dhtwwy96,2023-09-05,sales
24062,dhtwwy97,2023-09-05,sales
24063,dhtwwy9k,2023-04-12,sales
24064,dhtwwy97,2023-08-10,sales
24065,dhtwwyd3,2023-05-31,sales
24066,dhtwwyd1,2023-07-14,sales
24067,dhtwwy9y,2023-07-07,sales
24068,dhtwwy9y,2023-05-05,sales
24069,dhtwwy95,2023-04-19,sales
24070,dhtwwy94,2022-08-05,sales
24071,dhtwwyex,2023-07-10,sales
24072,dhtwwyg9,2022-12-16,sales
24073,dhtwwygd,2023-07-14,sales
24074,dhtwwzh8,2023-05-18,sales
24075,dhtwwzhb,2023-09-22,sales
24076,dhtwwygu,2023-07-31,sales
24077,dhtwwygy,2023-09-11,sales
24078,dhtwwygv,2023-02-21,sales
24079,dhtwwyuj,2023-08-25,sales
24080,dhtwwyun,2022-12-19,sales
24081,dhtwwyun,2023-08-16,sales
24082,dhtwwyuq,2023-05-08,sales
24083,dhtwwyum,2023-05-23,sales
24084,dhtwwyu6,2023-04-22,sales
24085,dhtwwyu3,2023-09-25,sales
24086,dhtwwyuk,2023-03-31,sales
24087,dhtwwyum,2023-05-16,sales
24088,dhtwwyum,2023-08-10,sales
24089,dhtwwyug,2023-03-10,sales
24090,dhtwwyvh,2023-09-12,sales
24091,dhtwwyyx,2023-04-13,sales
24092,dhtwwyyq,2022-07-14,sales
24093,dhtwwyyq,2023-08-24,sales
24094,dhtwwyym,2022-09-23,sales
24095,dhtwwyy2,2023-05-17,sales
24096,dhtwwyy7,2023-02-18,sales
24097,dhtwwzj8,2022-07-06,sales
24098,dhtwwzjb,2023-03-08,sales
24099,dhtwwzn2,2022-07-26,sales
24100,dhtwwyy8,2023-09-20,sales
24101,dhtwwyv2,2022-07-09,sales
24102,dhtwwyv7,2023-09-15,sales
24103,dhtwwyvk,2023-07-20,sales
24104,dhtwwyvr,2023-03-15,sales
24105,dhtwwyve,2023-09-21,sales
24106,dhtwwyvs,2023-08-14,sales
24107,dhtwwyvt,2022-08-11,sales
24108,dhtwwyvu,2023-06-08,sales
24109,dhtwwyvv,2023-07-10,sales
24110,dhtwwyvy,2023-05-08,sales
24111,dhtwwywk,2023-06-30,sales
24112,dhtwwyw3,2022-09-07,sales
24113,dhtwwywm,2023-07-19,sales
24114,dhtwwywe,2023-05-17,sales
24115,dhtwwyqx,2023-07-31,sales
24116,dhtwwyqq,2023-09-13,sales
24117,dhtwwyqq,2023-05-10,sales
24118,dhtwwymy,2023-01-27,sales
24119,dhtwwymy,2023-05-16,sales
24120,dhtwwymq,2023-07-31,sales
24121,dhtwwyw0,2023-05-19,sales
24122,dhtwwyty,2023-09-22,sales
24123,dhtwwytc,2023-06-09,sales
24124,dhtwwyt9,2023-04-14,sales
24125,dhtwwytd,2023-02-01,sales
24126,dhtwwytw,2023-04-26,sales
24127,dhtwwyt6,2023-06-23,sales
24128,dhtwwyt7,2023-07-26,sales
24129,dhtwwyt7,2023-09-22,sales
24130,dhtwwytm,2023-08-18,sales
24131,dhtwwykq,2023-07-14,sales
24132,dhtwwy7y,2023-05-12,sales
24133,dhtwwyev,2023-03-20,sales
24134,dhtwwyth,2022-08-18,sales
24135,dhtwwyth,2023-03-28,sales
24136,dhtwwyt4,2023-02-16,sales
24137,dhtwwykz,2023-09-11,sales
24138,dhtwwysb,2023-09-12,sales
24139,dhtwwysc,2023-09-11,sales
24140,dhtwwysc,2023-05-27,sales
24141,dhtwwysv,2023-09-06,sales
24142,dhtwwysy,2023-09-06,sales
24143,dhtwwysc,2023-06-22,sales
24144,dhtwwyse,2023-05-18,sales
24145,dhtwwys2,2023-03-01,sales
24146,dhtwwys0,2023-09-22,sales
24147,dhtwwys0,2022-07-14,sales
24148,dhtwwyb5,2022-08-16,sales
24149,dhtwwnst,2023-05-24,sales
24150,dhtwty9j,2023-03-09,sales
24151,dhtwty9j,2023-07-31,sales
24152,dhtwwpn2,2023-06-26,sales
24153,dhtwy96p,2023-04-14,sales
24154,dhtwwxds,2023-01-30,sales
24155,dhtwwxdj,2022-09-23,sales
24156,dhtwy83v,2023-08-31,sales
24157,dhtwy83v,2022-11-10,sales
24158,dhtwy83s,2022-07-21,sales
24159,dhtwy81t,2022-12-28,sales
24160,dhtwy84t,2023-01-04,sales
24161,dhtwy945,2022-07-04,sales
24162,dhtwy945,2023-02-09,sales
24163,dhtwy947,2022-12-16,sales
24164,dhtwy94w,2023-03-03,sales
24165,dhtwy968,2023-05-24,sales
24166,dhtwy968,2023-08-25,sales
24167,dhtwy93c,2023-06-09,sales
24168,dhtwy93c,2023-01-30,sales
24169,dhtwy91w,2023-04-28,sales
24170,dhtwy91w,2023-03-10,sales
24171,dhtwy91w,2023-04-13,sales
24172,dhtwy91e,2022-08-31,sales
24173,dhtwy91e,2023-02-17,sales
24174,dhtwy819,2023-08-21,sales
24175,dhtwy8d8,2023-08-23,sales
24176,dhtwy86z,2023-09-06,sales
24177,dhtwwx3g,2023-08-18,sales
24178,dhtwwx6j,2022-09-15,sales
24179,dhtwwx6m,2023-09-19,sales
24180,dhtwwx6m,2022-12-22,sales
24181,dhtwwx6m,2023-05-24,sales
24182,dhtwwx6t,2022-11-11,sales
24183,dhtwwxd9,2023-05-26,sales
24184,dhtwwxd9,2023-09-15,sales
24185,dhtwy84d,2023-04-13,sales
24186,dhtwy84d,2022-07-08,sales
24187,dhtwy84d,2023-05-25,sales
24188,dhtwy844,2023-05-04,sales
24189,dhtwy843,2023-07-26,sales
24190,dhtwy843,2023-05-04,sales
24191,dhtwwxfj,2022-11-30,sales
24192,dhtwwxfm,2023-06-02,sales
24193,dhtwy818,2022-12-30,sales
24194,dhtwwx0x,2022-07-12,sales
24195,dhtwwx2b,2022-07-13,sales
24196,dhtwwx28,2023-09-14,sales
24197,dhtwwx3p,2022-08-23,sales
24198,dhtwwx2z,2022-08-30,sales
24199,dhtwwx2x,2022-12-16,sales
24200,dhtwwx2w,2023-08-15,sales
24201,dhtwwx8s,2023-04-14,sales
24202,dhtwwx9m,2023-08-23,sales
24203,dhtwwx8t,2023-07-31,sales
24204,dhtwwxb6,2022-11-28,sales
24205,dhtwwxbf,2023-08-21,sales
24206,dhtwwxc7,2023-07-07,sales
24207,dhtwwxbq,2023-05-23,sales
24208,dhtwy808,2022-09-01,sales
24209,dhtwy808,2023-06-23,sales
24210,dhtwy80b,2023-08-02,sales
24211,dhtwy80b,2023-07-05,sales
24212,dhtwy80f,2023-08-24,sales
24213,dhtwy80s,2022-12-16,sales
24214,dhtwy80v,2023-05-03,sales
24215,dhtwy80z,2023-07-07,sales
24216,dhtwy81r,2023-07-24,sales
24217,dhtwwxvs,2022-12-15,sales
24218,dhtwwxuh,2023-04-14,sales
24219,dhtwy8kd,2022-07-29,sales
24220,dhtwwxg0,2023-02-28,sales
24221,dhtwwz07,2023-05-24,sales
24222,dhtwwxne,2022-11-16,sales
24223,dhtwwxr2,2023-09-06,sales
24224,dhtwwxqb,2023-02-01,sales
24225,dhtwwxq8,2023-02-01,sales
24226,dhtwwxpw,2023-06-15,sales
24227,dhtwwxr5,2023-01-12,sales
24228,dhtwy8qh,2022-07-22,sales
24229,dhtwy8qn,2022-07-22,sales
24230,dhtwy8wh,2023-06-22,sales
24231,dhtwy8wx,2022-09-19,sales
24232,dhtwy8qe,2022-12-22,sales
24233,dhtwy8qe,2023-06-02,sales
24234,dhtwy8ne,2023-07-17,sales
24235,dhtwy8n9,2023-09-22,sales
24236,dhtwwxyw,2023-02-28,sales
24237,dhtwy8x4,2022-08-05,sales
24238,dhtwy8pt,2023-06-30,sales
24239,dhtwyb0j,2022-09-07,sales
24240,dhtwyb2j,2022-07-19,sales
24241,dhtwybbh,2023-09-07,sales
24242,dhtwwz0e,2023-03-16,sales
24243,dhtwwz0w,2023-08-04,sales
24244,dhtwwz8s,2023-09-08,sales
24245,dhtwwzbq,2023-02-16,sales
24246,dhtwwzbh,2023-02-16,sales
24247,dhtwwxy9,2023-01-13,sales
24248,dhtwwxyf,2023-01-13,sales
24249,dhtwyb05,2022-09-07,sales
24250,dhtwyb0t,2022-09-07,sales
24251,dhtwyb2t,2023-03-24,sales
24252,dhtwyckr,2023-03-01,sales
24253,dhtwyc7f,2023-05-17,sales
24254,dhtwyc7b,2023-08-30,sales
24255,dhtwycj4,2023-08-15,sales
24256,dhtwwzq3,2022-07-18,sales
24257,dhtwwzq3,2023-03-02,sales
24258,dhtwwzmc,2022-08-31,sales
24259,dhtwwzmc,2023-07-07,sales
24260,dhtwxpez,2022-07-29,sales
24261,dhtwxpez,2022-12-28,sales
24262,dhtwxpez,2023-08-01,sales
24263,dhtwxpez,2022-12-27,sales
24264,dhtwxpez,2023-03-17,sales
24265,dhtwxpgu,2023-05-19,sales
24266,dhtwxpgu,2023-05-15,sales
24267,dhtwxpgu,2022-12-05,sales
24268,dhtwz0h1,2023-07-27,sales
24269,dhtwz0h1,2023-05-01,sales
24270,dhtwz0h1,2022-12-05,sales
24271,dhtwz0h1,2023-02-14,sales
24272,dhtwz0hn,2022-08-26,sales
24273,dhtwz0hn,2023-05-17,sales
24274,dhtwz0hn,2023-03-06,sales
24275,dhtwz0hn,2023-05-15,sales
24276,dhtwz07v,2023-02-03,sales
24277,dhtwz07v,2022-07-07,sales
24278,dhtwz0s1,2023-06-13,sales
24279,dhtwz0s1,2023-06-02,sales
24280,dhtwz0s1,2022-12-14,sales
24281,dhtwz0s1,2023-07-14,sales
24282,dhtwz0ev,2023-09-11,sales
24283,dhtwz0ev,2023-01-18,sales
24284,dhtwz0ev,2023-06-05,sales
24285,dhtwz0gf,2023-01-12,sales
24286,dhtwz0gf,2022-12-30,sales
24287,dhtwz0gf,2022-08-08,sales
24288,dhtwz0gf,2023-05-15,sales
24289,dhtwz0gy,2022-11-17,sales
24290,dhtwz0gy,2023-01-05,sales
24291,dhtwz0gy,2023-01-19,sales
24292,dhtwz0gy,2023-05-12,sales
24293,dhtwz15c,2022-11-16,sales
24294,dhtwz15c,2023-08-04,sales
24295,dhtwxpcd,2022-07-08,sales
24296,dhtwxpcd,2023-08-02,sales
24297,dhtwxpcn,2022-08-24,sales
24298,dhtwxpcn,2023-03-27,sales
24299,dhtwxpcn,2023-04-20,sales
24300,dhtwxpcn,2023-04-06,sales
24301,dhtwxpcn,2023-03-06,sales
24302,dhtwxpcn,2023-04-14,sales
24303,dhtwxpcn,2023-01-27,sales
24304,dhtwz01b,2022-12-16,sales
24305,dhtwz01b,2023-07-19,sales
24306,dhtwz01b,2022-10-28,sales
24307,dhtwz01b,2022-12-13,sales
24308,dhtwz01b,2022-12-09,sales
24309,dhtwz01b,2023-02-02,sales
24310,dhtwz19y,2023-03-30,sales
24311,dhtwz19e,2023-02-03,sales
24312,dhtwz19e,2023-02-28,sales
24313,dhtwz19e,2023-09-15,sales
24314,dhtwz19c,2022-08-25,sales
24315,dhtwz19b,2023-04-11,sales
24316,dhtwz13v,2023-03-09,sales
24317,dhtwz13u,2022-08-12,sales
24318,dhtwz11u,2022-12-19,sales
24319,dhtwz0cy,2023-06-30,sales
24320,dhtwz0cv,2022-12-29,sales
24321,dhtwz0cg,2023-06-02,sales
24322,dhtwz0cb,2022-12-16,sales
24323,dhtwz0cb,2023-02-10,sales
24324,dhtwz09c,2023-05-05,sales
24325,dhtwz09b,2023-05-01,sales
24326,dhtwz03y,2023-01-18,sales
24327,dhtwz15z,2022-11-03,sales
24328,dhtwxpf2,2022-12-14,sales
24329,dhtwxpf2,2023-04-12,sales
24330,dhtwxpf2,2023-03-23,sales
24331,dhtwxpd5,2022-07-21,sales
24332,dhtwxpd5,2023-03-02,sales
24333,dhtwz0fk,2023-01-18,sales
24334,dhtwz0fk,2023-06-22,sales
24335,dhtwz0f9,2023-03-31,sales
24336,dhtwz0f9,2023-06-01,sales
24337,dhtwz0f9,2023-09-22,sales
24338,dhtwz0f9,2023-02-16,sales
24339,dhtwz0dt,2023-09-01,sales
24340,dhtwz0dt,2023-02-17,sales
24341,dhtwz0dt,2022-11-23,sales
24342,dhtwz0dt,2023-06-30,sales
24343,dhtwz0dt,2023-08-16,sales
24344,dhtwz0d9,2023-09-15,sales
24345,dhtwz0d9,2022-12-29,sales
24346,dhtwz06m,2022-12-28,sales
24347,dhtwz06m,2023-05-01,sales
24348,dhtwz06m,2023-03-17,sales
24349,dhtwz06m,2022-11-28,sales
24350,dhtwz06m,2023-01-18,sales
24351,dhtwz06m,2023-01-18,sales
24352,dhtwxpk1,2023-02-21,sales
24353,dhtwxpk1,2022-07-06,sales
24354,dhtwxp79,2023-03-07,sales
24355,dhtwz061,2023-06-05,sales
24356,dhtwz064,2022-11-23,sales
24357,dhtwz023,2022-12-02,sales
24358,dhtwz024,2022-11-17,sales
24359,dhtwz1dv,2022-11-18,sales
24360,dhtwz1d4,2023-03-13,sales
24361,dhtwz14n,2023-02-03,sales
24362,dhtwz03t,2023-05-25,sales
24363,dhtwz03m,2023-05-08,sales
24364,dhtwz03j,2023-01-23,sales
24365,dhtwz02u,2023-03-22,sales
24366,dhtwybny,2022-11-18,sales
24367,dhtwybny,2023-03-03,sales
24368,dhtwybnb,2023-02-24,sales
24369,dhtwybnb,2023-07-05,sales
24370,dhtwwzyz,2023-03-08,sales
24371,dhtwwzyy,2023-02-10,sales
24372,dhtwwzz9,2023-08-01,sales
24373,dhtwwzxm,2023-03-31,sales
24374,dhtwwzxm,2022-11-21,sales
24375,dhtwwzx1,2022-08-25,sales
24376,dhtwwzx1,2023-03-31,sales
24377,dhtwwzx1,2022-08-25,sales
24378,dhtwwztd,2023-06-30,sales
24379,dhtwwztd,2022-12-01,sales
24380,dhtwwztd,2023-01-27,sales
24381,dhtwwztd,2023-05-26,sales
24382,dhtwxp6c,2023-02-23,sales
24383,dhtwxp6c,2023-04-04,sales
24384,dhtwxp6c,2023-03-15,sales
24385,dhtwxp6c,2023-05-05,sales
24386,dhtwxp62,2023-02-10,sales
24387,dhtwxp3b,2023-04-20,sales
24388,dhtwxp32,2022-09-01,sales
24389,dhtwybpt,2023-02-17,sales
24390,dhtwybpt,2022-11-28,sales
24391,dhtwybp9,2022-11-17,sales
24392,dhtwwzzw,2023-02-28,sales
24393,dhtwwzzw,2023-03-08,sales
24394,dhtwwzdk,2023-05-18,sales
24395,dhtwwzds,2023-08-07,sales
24396,dhtwwzsw,2023-07-18,sales
24397,dhtwwzev,2023-06-30,sales
24398,dhtwwzej,2022-11-02,sales
24399,dhtwwzej,2023-08-01,sales
24400,dhtwwzdc,2023-09-11,sales
24401,dhtwwzd3,2023-01-13,sales
24402,dhtwwzjn,2023-04-21,sales
24403,dhtwwzhn,2023-04-24,sales
24404,dhtwwzhn,2023-04-24,sales
24405,dhtwwzm3,2022-08-19,sales
24406,dhtwwzm1,2022-07-26,sales
24407,dhtwwzk9,2023-02-06,sales
24408,dhtwwz79,2023-04-20,sales
24409,dhtwwz72,2023-02-14,sales
24410,dhtwyc0c,2023-08-24,sales
24411,dhtwyc13,2023-08-24,sales
24412,dhtwyc13,2022-08-31,sales
24413,dhtwyc19,2023-08-11,sales
24414,dhtwyc1c,2023-09-13,sales
24415,dhtwyc1c,2023-07-12,sales
24416,dhtwyc41,2023-07-07,sales
24417,dhtwyc41,2023-06-06,sales
24418,dhtwybfq,2023-05-16,sales
24419,dhtwybfj,2023-07-12,sales
24420,dhtwybfj,2023-07-07,sales
24421,dhtwybcw,2023-07-07,sales
24422,dhtwybcq,2023-07-28,sales
24423,dhtwybby,2023-08-10,sales
24424,dhtwyb92,2023-07-12,sales
24425,dhtwyb8f,2023-09-28,sales
24426,dhtwyb95,2023-09-14,sales
24427,dhtwyb8y,2023-06-09,sales
24428,dhtwyb9q,2023-07-28,sales
24429,dhtwybf0,2023-07-28,sales
24430,dhtwybf8,2023-08-30,sales
24431,dhtwybfb,2023-08-10,sales
24432,dhtwybgd,2023-08-21,sales
24433,dhtwyc53,2023-07-28,sales
24434,dhtwybgq,2023-07-28,sales
24435,dhtwybfz,2023-07-07,sales
24436,dhtwybfe,2023-07-28,sales
24437,dhtwybfs,2023-07-28,sales
24438,dhtwybfr,2023-07-26,sales
24439,dhtwybfk,2022-07-26,sales
24440,dhtwybf4,2023-07-27,sales
24441,dhtwz1s1,2023-08-17,sales
24442,dhtwz1sr,2023-05-09,sales
24443,dhtwz1k5,2022-12-22,sales
24444,dhtwyb7y,2022-09-01,sales
24445,dhtwybtc,2022-10-19,sales
24446,dhtwybt1,2022-08-17,sales
24447,dhtwybwk,2023-04-20,sales
24448,dhtwybth,2022-12-23,sales
24449,dhtwybwh,2023-03-31,sales
24450,dhtwybwh,2023-09-06,sales
24451,dhtwzh3n,2023-05-23,sales
24452,dhtwzh2f,2022-11-18,sales
24453,dhtwzh3c,2022-12-15,sales
24454,dhtwzh1k,2022-11-30,sales
24455,dhtwzh0c,2023-05-02,sales
24456,dhtwz5bv,2022-08-17,sales
24457,dhtwz5cs,2022-08-09,sales
24458,dhtwzh4r,2022-10-19,sales
24459,dhtwzh7t,2023-08-07,sales
24460,dhtwyuhy,2023-05-12,sales
24461,dhtwyguy,2022-08-16,sales
24462,dhtwzhhm,2022-09-02,sales
24463,dhtwzhhm,2023-05-12,sales
24464,dhtwyg0d,2022-12-29,sales
24465,dhtwzh12,2023-07-11,sales
24466,dhtwycv7,2023-07-03,sales
24467,dhtwyf5v,2023-08-18,sales
24468,dhtwycue,2022-12-08,sales
24469,dhtwycue,2023-01-05,sales
24470,dhtwyfhb,2023-08-31,sales
24471,dhtwycuy,2022-12-08,sales
24472,dhtwyfhg,2022-07-29,sales
24473,dhtwz46k,2023-08-14,sales
24474,dhtwz44y,2023-03-03,sales
24475,dhtwz431,2023-07-11,sales
24476,dhtwycz1,2023-02-03,sales
24477,dhtwz1bm,2023-03-23,sales
24478,dhtwz40s,2023-08-14,sales
24479,dhtwyfny,2023-03-30,sales
24480,dhtwyfn5,2022-09-23,sales
24481,dhtwyfnn,2023-08-22,sales
24482,dhtwyfre,2023-03-21,sales
24483,dhtwygvy,2022-08-25,sales
24484,dhtwyujc,2022-12-15,sales
24485,dhtwyfg2,2023-01-06,sales
24486,dhtwyf71,2023-09-15,sales
24487,dhtwycgn,2023-02-09,sales
24488,dhtwycgh,2022-09-12,sales
24489,dhtwyfdv,2023-09-11,sales
24490,dhtwyfdv,2023-09-13,sales
24491,dhtwyfd9,2022-11-02,sales
24492,dhtwyfd9,2022-11-15,sales
24493,dhtwyfd9,2022-12-02,sales
24494,dhtwyfd9,2023-07-21,sales
24495,dhtwyfd3,2023-07-03,sales
24496,dhtwyfd0,2023-04-20,sales
24497,dhtwyccy,2023-05-04,sales
24498,dhtwyuns,2022-07-06,sales
24499,dhtwyuns,2022-07-27,sales
24500,dhtwyuns,2022-11-16,sales
24501,dhtwyuns,2023-04-14,sales
24502,dhtwyup4,2023-05-23,sales
24503,dhtwyup1,2023-05-26,sales
24504,dhtwygzp,2022-08-05,sales
24505,dhtwygy7,2022-07-25,sales
24506,dhtwygf8,2023-07-13,sales
24507,dhtwyfwg,2023-05-30,sales
24508,dhtwygp2,2022-09-22,sales
24509,dhtwygp2,2023-02-01,sales
24510,dhtwyg4s,2023-02-17,sales
24511,dhtwyff7,2022-12-28,sales
24512,dhtwyff1,2023-09-28,sales
24513,dhtwyg54,2022-10-17,sales
24514,dhtwyg54,2023-01-23,sales
24515,dhtwyg5k,2022-10-17,sales
24516,dhtwyfc9,2023-05-25,sales
24517,dhtwyfc9,2023-06-07,sales
24518,dhtwyf9x,2023-04-12,sales
24519,dhtwyf1f,2023-04-11,sales
24520,dhtwyf0u,2022-08-01,sales
24521,dhtwyf0u,2022-08-01,sales
24522,dhtwyf0u,2023-06-28,sales
24523,dhtwyf64,2023-06-12,sales
24524,dhtwz5ej,2023-05-23,sales
24525,dhtwz55x,2023-04-12,sales
24526,dhtwz579,2023-06-30,sales
24527,dhtwz577,2023-08-24,sales
24528,dhtwz57s,2023-04-10,sales
24529,dhtwz55z,2023-02-07,sales
24530,dhtwz57u,2023-01-20,sales
24531,dhtwz5k1,2023-02-06,sales
24532,dhtwz57z,2023-02-15,sales
24533,dhtwz5eb,2023-01-23,sales
24534,dhtwz57v,2023-04-12,sales
24535,dhtwz5ec,2022-08-17,sales
24536,dhtwz4e7,2023-08-29,sales
24537,dhtwz4e7,2022-09-08,sales
24538,dhtwz4d7,2022-12-09,sales
24539,dhtwz4d5,2023-03-17,sales
24540,dhtwz4dk,2023-01-05,sales
24541,dhtwz4ds,2023-01-05,sales
24542,dhtwz4eh,2023-03-31,sales
24543,dhtwz4ek,2023-08-22,sales
24544,dhtwz4eu,2023-05-18,sales
24545,dhtwz4e2,2023-05-30,sales
24546,dhtwz4e2,2023-05-30,sales
24547,dhtwz46y,2023-01-25,sales
24548,dhtwz4cs,2023-09-12,sales
24549,dhtwz4up,2022-12-20,sales
24550,dhtwz4up,2023-09-21,sales
24551,dhtwz51c,2023-02-20,sales
24552,dhtwz543,2023-05-17,sales
24553,dhtwz5h1,2023-07-25,sales
24554,dhtwz5h1,2023-01-05,sales
24555,dhtwz4gp,2023-04-18,sales
24556,dhtwz4gp,2023-01-13,sales
24557,dhtwz4fx,2023-04-18,sales
24558,dhtwz4fr,2023-07-11,sales
24559,dhtwz4f7,2022-09-09,sales
24560,dhtwz4f6,2023-02-17,sales
24561,dhtwz4fd,2022-12-16,sales
24562,dhtwz4er,2022-11-04,sales
24563,dhtwz4er,2023-08-23,sales
24564,dhtwz4ep,2023-07-06,sales
24565,dhtwz4dw,2022-08-05,sales
24566,dhtwz4dn,2023-09-08,sales
24567,dhtwz4fb,2023-01-27,sales
24568,dhtwyggz,2023-07-03,sales
24569,dhtwyfc3,2023-01-20,sales
24570,dhtwyf8y,2023-01-30,sales
24571,dhtwyf9k,2023-02-03,sales
24572,dhtwyf9k,2023-06-21,sales
24573,dhtwyf91,2023-02-21,sales
24574,dhtwy9vn,2023-03-20,sales
24575,dhtwy9uy,2022-12-22,sales
24576,dhtwy9uq,2022-11-10,sales
24577,dhtwy9u4,2023-05-31,sales
24578,dhtwydh4,2023-01-27,sales
24579,dhtwydhe,2023-06-20,sales
24580,dhtwydhx,2022-11-04,sales
24581,dhtwyd71,2023-07-31,sales
24582,dhtwyd02,2023-05-19,sales
24583,dhtwy9bb,2022-10-31,sales
24584,dhtwy3zt,2022-08-31,sales
24585,dhtwy3z2,2023-09-29,sales
24586,dhtwyerg,2023-03-24,sales
24587,dhtwy3g8,2023-06-14,sales
24588,dhtwy45p,2023-08-31,sales
24589,dhtwy44j,2023-01-30,sales
24590,dhtwy4sm,2023-02-28,sales
24591,dhtwy4g8,2023-06-15,sales
24592,dhtwy46r,2023-07-07,sales
24593,dhtwy46n,2022-08-17,sales
24594,dhtwy43f,2023-03-02,sales
24595,dhtwy49c,2023-01-17,sales
24596,dhtwy4cf,2023-07-21,sales
24597,dhtwy5jc,2023-03-22,sales
24598,dhtwy5jb,2023-03-06,sales
24599,dhtwy4vr,2022-12-06,sales
24600,dhtwy5j7,2022-09-13,sales
24601,dhtwy5nj,2023-01-06,sales
24602,dhtwzj5k,2023-03-06,sales
24603,dhtwzhu0,2023-03-23,sales
24604,dhtwyurx,2022-11-30,sales
24605,dhtwyx9g,2023-03-30,sales
24606,dhtwyxd5,2023-04-25,sales
24607,dhtwyx9t,2023-04-13,sales
24608,dhtwyxdx,2023-04-26,sales
24609,dhtwyx9z,2023-07-21,sales
24610,dhtwvzuf,2022-08-09,sales
24611,dhtxn0cf,2023-01-31,sales
24612,dhtxn0cf,2023-07-27,sales
24613,dhtxn0cf,2022-11-30,sales
24614,dhtxn0cf,2023-04-28,sales
24615,dhtxn3hb,2023-08-21,sales
24616,dhtxn2ut,2023-07-19,sales
24617,dhtxn2ut,2023-04-26,sales
24618,dhtxn0nr,2023-03-02,sales
24619,dhtxn0qk,2022-07-13,sales
24620,dhtxn2du,2023-03-17,sales
24621,dhtxn2er,2023-06-09,sales
24622,dhtxn2er,2023-06-09,sales
24623,dhtxn289,2023-03-10,sales
24624,dhtxn0zm,2022-12-16,sales
24625,dhtxn31b,2022-07-07,sales
24626,dhtxn340,2023-02-07,sales
24627,dhtxn116,2022-11-02,sales
24628,dhtxjcpd,2022-08-05,sales
24629,dhtwvzvx,2022-08-08,sales
24630,dhtxjbhf,2023-09-01,sales
24631,dhtxjbm6,2023-09-07,sales
24632,dhtxjbmq,2023-03-03,sales
24633,dhtxjbmy,2022-11-17,sales
24634,dhtxjbt2,2023-03-10,sales
24635,dhtxjbtj,2022-09-09,sales
24636,dhtxjbwq,2023-09-01,sales
24637,dhtxjbtr,2023-07-06,sales
24638,dhtxjbue,2023-02-03,sales
24639,dhtxjbv5,2023-07-20,sales
24640,dhtxjch8,2022-08-12,sales
24641,dhtxjcjf,2023-04-19,sales
24642,dhtxjbyu,2023-03-24,sales
24643,dhtxn0bx,2023-03-17,sales
24644,dhtxn0fs,2023-04-28,sales
24645,dhtxn1jb,2023-03-31,sales
24646,dhtxjfsn,2023-02-01,sales
24647,dhtxjfef,2022-07-08,sales
24648,dhtxjfs4,2023-03-31,sales
24649,dhtxjfs4,2023-05-12,sales
24650,dhtxj85n,2023-04-20,sales
24651,dhtxj8jh,2023-03-07,sales
24652,dhtxj8jx,2023-09-05,sales
24653,dhtxj9h6,2023-01-13,sales
24654,dhtxj94d,2023-04-25,sales
24655,dhtxj914,2022-09-23,sales
24656,dhtxj3n6,2023-05-15,sales
24657,dhtxj3j6,2022-07-12,sales
24658,dhtxj3h4,2023-09-19,sales
24659,dhtxj344,2023-07-31,sales
24660,dhtxj3qs,2022-10-21,sales
24661,dhtxj3qw,2023-05-18,sales
24662,dhtxj3w9,2022-07-26,sales
24663,dhtxj3qm,2023-06-09,sales
24664,dhtxj3mx,2023-05-31,sales
24665,dhtxj3ef,2023-09-07,sales
24666,dhtxj3bb,2022-08-31,sales
24667,dhtxj3bc,2022-12-23,sales
24668,dhtxj3bc,2023-02-08,sales
24669,dhtxj3fu,2023-05-17,sales
24670,dhtxj64f,2023-02-24,sales
24671,dhtxj64e,2023-05-31,sales
24672,dhtxj3fw,2023-08-11,sales
24673,dhtxj3eq,2023-06-12,sales
24674,dhtxj3vx,2023-02-14,sales
24675,dhtxj65u,2023-07-19,sales
24676,dhtxj6nk,2022-12-01,sales
24677,dhtxjd9g,2022-07-12,sales
24678,dhtxjd97,2023-03-24,sales
24679,dhtxjd8q,2022-11-16,sales
24680,dhtxjdf0,2023-01-13,sales
24681,dhtxjdf0,2023-05-01,sales
