,geohash8,decision_date,decision_type
4499,dhtwwxqm,2023-02-01,repair
4500,dhtwwxqm,2023-02-01,repair
4501,dhtwwxqm,2023-02-01,repair
4502,dhtz0s6q,2022-09-01,repair
4503,dhtz0s6q,2023-04-01,repair
4504,dhtybx40,2022-11-01,repair
4505,dhtybnbt,2022-08-01,repair
4506,dhtybnbt,2023-02-01,repair
4507,dhtwzuq8,2022-12-01,repair
4508,dhtz0qnu,2022-12-01,repair
4509,dhtz0qnu,2023-04-01,repair
4510,dhtz0qnu,2023-06-01,repair
4511,dhtz0kfp,2023-02-01,repair
4512,dhtwzuv3,2023-07-01,repair
4513,dhtybh6q,2023-06-01,repair
4514,dhtwyfpm,2023-02-01,repair
4515,dhtwzumn,2022-12-01,repair
4516,dhtz0wgb,2023-01-01,repair
4517,dhtwycwu,2022-11-01,repair
4518,dhtwycwu,2022-12-01,repair
4519,dhtwycwu,2023-04-01,repair
4520,dhtybwrn,2022-10-01,repair
4521,dhtybwrn,2023-01-01,repair
4522,dhtz0weh,2022-10-01,repair
4523,dhtz0weh,2023-08-01,repair
4524,dhtyb6x8,2022-11-01,repair
4525,dhtyb6x8,2022-12-01,repair
4526,dhtyb6x8,2023-04-01,repair
4527,dhtwzmt0,2023-03-01,repair
4528,dhtz0s6n,2023-02-01,repair
4529,dhtz0s6n,2023-03-01,repair
4530,dhty8rcx,2023-03-01,repair
4531,dhty8rjh,2023-02-01,repair
4532,dhtwz1dw,2023-07-01,repair
4533,dhtybswn,2022-09-01,repair
4534,dhtyb0hq,2022-12-01,repair
4535,dhtyb0hq,2022-02-01,repair
4536,dhtwz5c5,2023-09-01,repair
4537,dhtwzymb,2022-08-01,repair
4538,dhtybzfd,2023-07-01,repair
4539,dhtwzesv,2023-02-01,repair
4540,dhtxpbkn,2023-05-01,repair
4541,dhtwz5v5,2023-07-01,repair
4542,dhtz0k38,2022-12-01,repair
4543,dhtz0x47,2022-12-01,repair
4544,dhtz0x47,2023-04-01,repair
4545,dhtwzes5,2023-04-01,repair
4546,dhtwzes5,2023-04-01,repair
4547,dhtyb05y,2022-03-01,repair
4548,dhtwyf2v,2023-03-01,repair
4549,dhtwyf2v,2023-04-01,repair
4550,dhtwyf2v,2023-09-01,repair
4551,dhtwycq6,2023-02-01,repair
4552,dhtwycq6,2023-08-01,repair
4553,dhtwzk96,2022-12-01,repair
4554,dhtwzk96,2022-05-01,repair
4555,dhtz0rx9,2023-03-01,repair
4556,dhtz28gf,2023-01-01,repair
4557,dhtybwh8,2022-08-01,repair
4558,dhtybnb1,2023-04-01,repair
4559,dhtybnb1,2023-07-01,repair
4560,dhty8w8p,2023-01-01,repair
4561,dhtwyuqm,2023-04-01,repair
4562,dhtwyuqm,2021-06-01,repair
4563,dhtwyfew,2022-09-01,repair
4564,dhtwyfew,2022-10-01,repair
4565,dhty8r2v,2023-01-01,repair
4566,dhtwzuqe,2022-12-01,repair
4567,dhtz05rm,2022-10-01,repair
4568,dhtz05rm,2023-04-01,repair
4569,dhtybz2s,2023-08-01,repair
4570,dhtyb3cd,2023-08-01,repair
4571,dhtyb3cd,2023-09-01,repair
4572,dhtz0rx5,2023-02-01,repair
4573,dhtyb0w1,2022-10-01,repair
4574,dhtybnmm,2022-11-01,repair
4575,dhtwzzem,2022-11-01,repair
4576,dhtybhhm,2023-03-01,repair
4577,dhtz0hwj,2023-01-01,repair
4578,dhtwzvwz,2022-08-01,repair
4579,dhtwzvwz,2022-08-01,repair
4580,dhtwzvwz,2023-08-01,repair
4581,dhtyb0m6,2023-02-01,repair
4582,dhtz0e7b,2023-05-01,repair
4583,dhtz00zt,2023-03-01,repair
4584,dhtz0txt,2023-03-01,repair
4585,dhtz0te4,2023-01-01,repair
4586,dhtz0te4,2023-06-01,repair
4587,dhtwxref,2022-11-01,repair
4588,dhtwxref,2023-03-01,repair
4589,dhtwzkm2,2023-05-01,repair
4590,dhtwzkm2,2023-08-01,repair
4591,dhty8rnt,2023-03-01,repair
4592,dhtwzye6,2022-07-01,repair
4593,dhtwzye6,2022-10-01,repair
4594,dhtwzye6,2023-03-01,repair
4595,dhty8r4q,2022-08-01,repair
4596,dhty8r4q,2022-09-01,repair
4597,dhty8r4q,2023-05-01,repair
4598,dhtybjkz,2023-02-01,repair
4599,dhtwzvxp,2022-08-01,repair
4600,dhtz22sj,2023-01-01,repair
4601,dhtwygdn,2022-07-01,repair
4602,dhtwygdn,2023-03-01,repair
4603,dhtwygdn,2023-08-01,repair
4604,dhtyb56e,2023-08-01,repair
4605,dhtwzys2,2022-09-01,repair
4606,dhtybnm2,2022-07-01,repair
4607,dhtwxruh,2023-07-01,repair
4608,dhtwxruh,2023-07-01,repair
4609,dhtwzvms,2022-12-01,repair
4610,dhtz0k0j,2023-02-01,repair
4611,dhtwz5kk,2023-06-01,repair
4612,dhtybx8g,2023-02-01,repair
4613,dhtwzgh7,2023-04-01,repair
4614,dhtybkfk,2023-02-01,repair
4615,dhtybkfk,2023-06-01,repair
4616,dhtwzymn,2023-03-01,repair
4617,dhtwz727,2023-01-01,repair
4618,dhtwz65e,2022-12-01,repair
4619,dhtwzk5v,2022-12-01,repair
4620,dhtwzk5v,2023-02-01,repair
4621,dhtwzk5v,2023-05-01,repair
4622,dhtyb2cv,2023-04-01,repair
4623,dhtwzuky,2022-12-01,repair
4624,dhtz0dqw,2023-03-01,repair
4625,dhtz22sk,2023-03-01,repair
4626,dhtybx12,2022-10-01,repair
4627,dhtybx12,2022-10-01,repair
4628,dhtybx12,2022-12-01,repair
4629,dhtybx12,2022-12-01,repair
4630,dhtybx12,2023-01-01,repair
4631,dhtybx12,2023-01-01,repair
4632,dhtybx12,2023-02-01,repair
4633,dhtwz6ws,2023-08-01,repair
4634,dhtyb28u,2022-08-01,repair
4635,dhtyb28u,2023-01-01,repair
4636,dhtz0evm,2023-02-01,repair
4637,dhtxpbk8,2022-11-01,repair
4638,dhtxpbk8,2022-11-01,repair
4639,dhty8rjh,2023-03-01,repair
4640,dhtz02cz,2022-10-01,repair
4641,dhtwxpth,2023-02-01,repair
4642,dhtybm25,2022-11-01,repair
4643,dhtybm25,2023-07-01,repair
4644,dhtyb4z5,2022-07-01,repair
4645,dhtyb4z5,2022-11-01,repair
4646,dhtyb2tr,2022-11-01,repair
4647,dhtz02pp,2022-11-01,repair
4648,dhtwzxgb,2022-11-01,repair
4649,dhtwzfx7,2023-03-01,repair
4650,dhtwwzsq,2023-09-01,repair
4651,dhtwz6tk,2023-05-01,repair
4652,dhtz01mh,2022-11-01,repair
4653,dhtz01mh,2022-12-01,repair
4654,dhtwwxph,2023-03-01,repair
4655,dhtybtjw,2022-09-01,repair
4656,dhtwy96w,2023-02-01,repair
4657,dhtwy96w,2023-03-01,repair
4658,dhtwy9xd,2022-10-01,repair
4659,dhtwy9xd,2023-08-01,repair
4660,dhtwxpv0,2023-02-01,repair
4661,dhtybhq3,2023-02-01,repair
4662,dhtwz1dw,2023-05-01,repair
4663,dhty8rde,2023-06-01,repair
4664,dhty8r4m,2023-04-01,repair
4665,dhtybwvq,2023-06-01,repair
4666,dhtz0svd,2022-07-01,repair
4667,dhtxpbk2,2023-02-01,repair
4668,dhtwzvwr,2022-08-01,repair
4669,dhtwzvwr,2023-01-01,repair
4670,dhtwzvwr,2023-02-01,repair
4671,dhtwzvwr,2023-06-01,repair
4672,dhtwzvwr,2023-07-01,repair
4673,dhtybsyp,2022-09-01,repair
4674,dhtybjm5,2022-10-01,repair
4675,dhtybwvm,2023-04-01,repair
4676,dhtwzt0z,2022-07-01,repair
4677,dhtwzt0z,2022-08-01,repair
4678,dhtybws2,2023-03-01,repair
4679,dhtyb38s,2023-09-01,repair
4680,dhtybhxn,2023-02-01,repair
4681,dhtz00kz,2022-07-01,repair
4682,dhtwxptj,2023-02-01,repair
4683,dhtwxptj,2023-05-01,repair
4684,dhtybhqb,2022-11-01,repair
4685,dhtybhqb,2023-01-01,repair
4686,dhtybhqb,2023-05-01,repair
4687,dhtybhqb,2023-06-01,repair
4688,dhty8qxp,2023-03-01,repair
4689,dhtwzykv,2022-11-01,repair
4690,dhtwzykv,2023-03-01,repair
4691,dhtz0s8y,2023-06-01,repair
4692,dhtxpbtj,2023-04-01,repair
4693,dhtwz1dj,2022-11-01,repair
4694,dhtwz1dj,2022-11-01,repair
4695,dhtwy559,2022-12-01,repair
4696,dhtwzys6,2022-10-01,repair
4697,dhtwzys6,2023-03-01,repair
4698,dhtwzys2,2023-03-01,repair
4699,dhtybwjs,2022-08-01,repair
4700,dhtyb3sq,2022-12-01,repair
4701,dhtyb3sq,2023-07-01,repair
4702,dhtz0eps,2023-01-01,repair
4703,dhtwz1hg,2022-11-01,repair
4704,dhtwz1hg,2022-11-01,repair
4705,dhtwz1hg,2022-11-01,repair
4706,dhtwz1hg,2022-11-01,repair
4707,dhtwz1hg,2022-11-01,repair
4708,dhtwz1hg,2022-12-01,repair
4709,dhtwz1hg,2022-12-01,repair
4710,dhtwz1hg,2023-01-01,repair
4711,dhtwz1hg,2023-05-01,repair
4712,dhtwz1hg,2023-08-01,repair
4713,dhtwz1hg,2023-09-01,repair
4714,dhtz0b3h,2023-04-01,repair
4715,dhtz0b3h,2023-09-01,repair
4716,dhtwxpmj,2023-02-01,repair
4717,dhtz080q,2023-03-01,repair
4718,dhtwzh5q,2023-09-01,repair
4719,dhtz0uf5,2023-01-01,repair
4720,dhtz0uf5,2023-05-01,repair
4721,dhty8w8q,2023-06-01,repair
4722,dhtxpgz1,2022-07-01,repair
4723,dhtxpgz1,2022-08-01,repair
4724,dhtxpgz1,2022-09-01,repair
4725,dhtwzvmk,2023-01-01,repair
4726,dhtwzvmk,2023-07-01,repair
4727,dhtwzuqe,2022-12-01,repair
4728,dhtybwh4,2022-09-01,repair
4729,dhtwzmsb,2021-08-01,repair
4730,dhtwzmsb,2023-01-01,repair
4731,dhtwzzvu,2023-01-01,repair
4732,dhtz0wde,2022-12-01,repair
4733,dhtwzukw,2022-12-01,repair
4734,dhtwzukw,2022-12-01,repair
4735,dhtwzukw,2023-03-01,repair
4736,dhtybpk8,2023-03-01,repair
4737,dhtybwc7,2023-09-01,repair
4738,dhtybwc7,2023-09-01,repair
4739,dhtwz1hu,2022-11-01,repair
4740,dhtwz1hu,2022-11-01,repair
4741,dhtwz1hu,2022-11-01,repair
4742,dhtwz1hu,2022-11-01,repair
4743,dhtwz1hu,2022-11-01,repair
4744,dhtwz1hu,2023-01-01,repair
4745,dhtwzm53,2023-02-01,repair
4746,dhtybx80,2022-09-01,repair
4747,dhty8rjh,2023-01-01,repair
4748,dhtz0847,2022-11-01,repair
4749,dhtybm8q,2023-09-01,repair
4750,dhtybx12,2022-10-01,repair
4751,dhty8nvu,2023-07-01,repair
4752,dhtxpccs,2023-01-01,repair
4753,dhtybzf6,2022-11-01,repair
4754,dhtz0szt,2023-02-01,repair
4755,dhtz0t6h,2023-02-01,repair
4756,dhtz0t6h,2023-04-01,repair
4757,dhty8w8n,2023-04-01,repair
4758,dhtybhpp,2022-11-01,repair
4759,dhtybhpp,2023-02-01,repair
4760,dhtybhpp,2022-04-01,repair
4761,dhtyb4vm,2023-03-01,repair
4762,dhtz0me6,2023-06-01,repair
4763,dhtz0me6,2023-06-01,repair
4764,dhtz03f2,2022-11-01,repair
4765,dhtz03f2,2022-11-01,repair
4766,dhtz03f2,2022-12-01,repair
4767,dhtwwxps,2023-01-01,repair
4768,dhtwwxqt,2023-02-01,repair
4769,dhtyb6r5,2022-11-01,repair
4770,dhtybjpn,2022-07-01,repair
4771,dhty8rdd,2023-04-01,repair
4772,dhtz0tr2,2022-09-01,repair
4773,dhty8r8q,2022-11-01,repair
4774,dhtwzvwx,2023-01-01,repair
4775,dhtwzt4d,2022-10-01,repair
4776,dhtwzt4d,2022-11-01,repair
4777,dhtwzt4d,2023-04-01,repair
4778,dhtwzukq,2022-12-01,repair
4779,dhtwxre3,2022-12-01,repair
4780,dhtz0b1b,2023-06-01,repair
4781,dhtz0b1b,2023-06-01,repair
4782,dhtwycbc,2023-08-01,repair
4783,dhtxpbkb,2022-11-01,repair
4784,dhtxpbkb,2023-01-01,repair
4785,dhtxpbkb,2023-02-01,repair
4786,dhtybx34,2023-05-01,repair
4787,dhtz0v26,2022-08-01,repair
4788,dhtxpch6,2022-12-01,repair
4789,dhtz02qk,2023-08-01,repair
4790,dhtybzdw,2023-02-01,repair
4791,dhtybzdw,2023-04-01,repair
4792,dhtz0rq5,2023-05-01,repair
4793,dhtxpcpg,2023-05-01,repair
4794,dhtz0w7z,2023-02-01,repair
4795,dhtz0w7z,2023-03-01,repair
4796,dhtwz1g9,2023-07-01,repair
4797,dhtwz1g9,2023-08-01,repair
4798,dhtybjn3,2023-01-01,repair
4799,dhtwy4vn,2023-01-01,repair
4800,dhtwy4vn,2023-02-01,repair
4801,dhtwy4vn,2023-07-01,repair
4802,dhtyb319,2023-03-01,repair
4803,dhtyb319,2023-08-01,repair
4804,dhtwz6mb,2022-11-01,repair
4805,dhtz0k7y,2022-11-01,repair
4806,dhtz0k7y,2022-11-01,repair
4807,dhtz05ej,2022-12-01,repair
4808,dhtybhrp,2022-12-01,repair
4809,dhtwz67d,2023-02-01,repair
4810,dhtz0rwt,2023-08-01,repair
4811,dhtwz6tt,2022-11-01,repair
4812,dhtybm0j,2023-03-01,repair
4813,dhtz0sbs,2022-08-01,repair
4814,dhtz0sbs,2022-08-01,repair
4815,dhtybq95,2023-09-01,repair
4816,dhtwzuqd,2022-12-01,repair
4817,dhtybxbv,2022-07-01,repair
4818,dhtybxbv,2022-11-01,repair
4819,dhtybx8g,2023-03-01,repair
4820,dhtybx8g,2023-09-01,repair
4821,dhtyb269,2022-09-01,repair
4822,dhtz0sze,2023-01-01,repair
4823,dhtz0sze,2023-01-01,repair
4824,dhtwzkk7,2023-08-01,repair
4825,dhtwzkk7,2023-08-01,repair
4826,dhtyb0m4,2022-10-01,repair
4827,dhtyb0m4,2023-01-01,repair
4828,dhtyb0m4,2023-02-01,repair
4829,dhtyb0m4,2023-09-01,repair
4830,dhty8rnm,2022-11-01,repair
4831,dhty8rnm,2023-08-01,repair
4832,dhtyb4cn,2023-09-01,repair
4833,dhtyb4cn,2023-09-01,repair
4834,dhtwyu78,2022-11-01,repair
4835,dhtwyu78,2022-12-01,repair
4836,dhtz0swt,2023-06-01,repair
4837,dhtz05bg,2023-05-01,repair
4838,dhtz05bg,2023-06-01,repair
4839,dhtz05bg,2023-08-01,repair
4840,dhtwzysk,2022-10-01,repair
4841,dhtwzysk,2023-03-01,repair
4842,dhtwzysk,2023-05-01,repair
4843,dhtwzmke,2023-02-01,repair
4844,dhtwzmke,2023-02-01,repair
4845,dhtwzmke,2023-05-01,repair
4846,dhtwyg1p,2023-03-01,repair
4847,dhtwyg1p,2023-08-01,repair
4848,dhtwzw8b,2023-01-01,repair
4849,dhtwzw8b,2023-02-01,repair
4850,dhtwzw8b,2023-04-01,repair
4851,dhtwwz0s,2023-01-01,repair
4852,dhtwwz0s,2023-03-01,repair
4853,dhtwz6jq,2023-01-01,repair
4854,dhtwz03e,2023-01-01,repair
4855,dhtwz03e,2023-02-01,repair
4856,dhtwz03e,2023-08-01,repair
4857,dhtwxptw,2023-01-01,repair
4858,dhtwxptw,2023-02-01,repair
4859,dhtwxptw,2023-06-01,repair
4860,dhtwzfm7,2023-04-01,repair
4861,dhtwzfm7,2023-08-01,repair
4862,dhtyb3wt,2023-02-01,repair
4863,dhtyb3wt,2023-09-01,repair
4864,dhtybnds,2022-07-01,repair
4865,dhtwybr9,2022-10-01,repair
4866,dhtwybr9,2022-11-01,repair
4867,dhtwybr9,2022-12-01,repair
4868,dhtwybr9,2023-02-01,repair
4869,dhtwybr9,2022-04-01,repair
4870,dhtwzfxs,2023-06-01,repair
4871,dhtybsy0,2022-09-01,repair
4872,dhtz0t2d,2022-09-01,repair
4873,dhtyb5yz,2023-01-01,repair
4874,dhty8rd9,2023-09-01,repair
4875,dhtybxp0,2023-07-01,repair
4876,dhty8r94,2023-03-01,repair
4877,dhty8r94,2023-03-01,repair
4878,dhty8r94,2023-03-01,repair
4879,dhty8r94,2023-06-01,repair
4880,dhtyb4ex,2023-07-01,repair
4881,dhtyb831,2023-08-01,repair
4882,dhtwz5k3,2023-02-01,repair
4883,dhtwz4gh,2023-06-01,repair
4884,dhtyb6pj,2022-08-01,repair
4885,dhtyb6pj,2022-12-01,repair
4886,dhtwz0q3,2023-05-01,repair
4887,dhtwz0q3,2023-06-01,repair
4888,dhtwz2hx,2023-06-01,repair
4889,dhty8qxy,2022-10-01,repair
4890,dhtz0x3k,2022-12-01,repair
4891,dhtz0qyg,2022-12-01,repair
4892,dhtz0qyg,2022-12-01,repair
4893,dhtwz1r4,2022-11-01,repair
4894,dhtwz1r4,2022-11-01,repair
4895,dhtwz1r4,2023-07-01,repair
4896,dhtwz1r4,2023-08-01,repair
4897,dhtz0dn3,2023-08-01,repair
4898,dhtwz8b5,2022-12-01,repair
4899,dhtwz8b5,2022-12-01,repair
4900,dhtwz8b5,2023-04-01,repair
4901,dhtwz8b5,2023-05-01,repair
4902,dhtwxre6,2023-02-01,repair
4903,dhtwwzsn,2022-11-01,repair
4904,dhtwwzsn,2022-12-01,repair
4905,dhtwwzsn,2023-03-01,repair
4906,dhtwwzsn,2023-03-01,repair
4907,dhtwwzsn,2023-04-01,repair
4908,dhtwwzsn,2023-07-01,repair
4909,dhtz0me4,2022-11-01,repair
4910,dhtz0me4,2022-12-01,repair
4911,dhtybsy4,2022-09-01,repair
4912,dhtybn8c,2023-01-01,repair
4913,dhtybn8c,2023-05-01,repair
4914,dhtz03f2,2023-08-01,repair
4915,dhtwzfjx,2022-09-01,repair
4916,dhtybn4p,2022-11-01,repair
4917,dhtwzesf,2023-07-01,repair
4918,dhtwyff2,2022-11-01,repair
4919,dhtwyff2,2023-04-01,repair
4920,dhtwz02g,2023-01-01,repair
4921,dhtwz02g,2023-05-01,repair
4922,dhtybwj2,2022-07-01,repair
4923,dhtybwj2,2023-02-01,repair
4924,dhtyb4gx,2023-01-01,repair
4925,dhtyb4gx,2023-03-01,repair
4926,dhty8ppm,2022-07-01,repair
4927,dhty8ppm,2022-12-01,repair
4928,dhtwzuq9,2023-08-01,repair
4929,dhtwzuq9,2023-09-01,repair
4930,dhtwzuq9,2023-09-01,repair
4931,dhty8nzy,2022-10-01,repair
4932,dhty8nzy,2022-12-01,repair
4933,dhty8nzy,2023-01-01,repair
4934,dhtxpgeu,2023-01-01,repair
4935,dhtwxptp,2023-02-01,repair
4936,dhtz032w,2023-01-01,repair
4937,dhtz032w,2023-06-01,repair
4938,dhtz02x0,2022-10-01,repair
4939,dhtz02x0,2022-10-01,repair
4940,dhtz02x0,2022-10-01,repair
4941,dhtz0k7w,2023-03-01,repair
4942,dhtz0hmf,2023-03-01,repair
4943,dhtz0hmf,2023-03-01,repair
4944,dhtz0hmf,2023-09-01,repair
4945,dhtz0kgd,2022-08-01,repair
4946,dhtybn0y,2023-07-01,repair
4947,dhtyb302,2022-11-01,repair
4948,dhtz0tme,2023-03-01,repair
4949,dhtz059q,2023-08-01,repair
4950,dhtz029j,2022-07-01,repair
4951,dhtz05dz,2023-05-01,repair
4952,dhtz0k9f,2022-12-01,repair
4953,dhtz0k9f,2022-08-01,repair
4954,dhtz0m46,2023-03-01,repair
4955,dhtz0m46,2023-06-01,repair
4956,dhtwwxq9,2022-11-01,repair
4957,dhtwwxq9,2022-11-01,repair
4958,dhtwwxq9,2022-11-01,repair
4959,dhtwwxq9,2022-12-01,repair
4960,dhtwzm05,2022-12-01,repair
4961,dhtyb2c0,2023-01-01,repair
4962,dhtyb2c0,2023-02-01,repair
4963,dhty8ny0,2022-09-01,repair
4964,dhty8ny0,2022-10-01,repair
4965,dhty8ny0,2023-03-01,repair
4966,dhtxpfvd,2022-12-01,repair
4967,dhtxpfvd,2023-05-01,repair
4968,dhtxpfvd,2023-06-01,repair
4969,dhtxpfvd,2023-09-01,repair
4970,dhtz0rmd,2023-08-01,repair
4971,dhtyb218,2023-01-01,repair
4972,dhtyb218,2023-06-01,repair
4973,dhtwyupz,2023-05-01,repair
4974,dhtybtn5,2022-08-01,repair
4975,dhtybtn5,2022-09-01,repair
4976,dhtybtn5,2023-05-01,repair
4977,dhtwyg0e,2022-09-01,repair
4978,dhty8rjj,2023-05-01,repair
4979,dhtwzhdg,2022-11-01,repair
4980,dhtwzhdg,2023-06-01,repair
4981,dhty8nzw,2023-03-01,repair
4982,dhtybe2v,2022-08-01,repair
4983,dhtybe2v,2022-08-01,repair
4984,dhtybe2v,2022-08-01,repair
4985,dhtyb34j,2022-12-01,repair
4986,dhtxpbyg,2023-05-01,repair
4987,dhtwz2e8,2023-03-01,repair
4988,dhtwxrkj,2023-04-01,repair
4989,dhtybjkg,2023-04-01,repair
4990,dhtz0b3m,2022-08-01,repair
4991,dhtybjyy,2023-05-01,repair
4992,dhtwy8w1,2023-01-01,repair
4993,dhtwz659,2023-06-01,repair
4994,dhtz0b2u,2023-01-01,repair
4995,dhtz0b2u,2023-01-01,repair
4996,dhtybm1h,2023-01-01,repair
4997,dhtyb3pu,2023-03-01,repair
4998,dhtybwye,2023-05-01,repair
4999,dhtwybh1,2022-08-01,repair
5000,dhty8wbb,2022-07-01,repair
5001,dhtybn8c,2023-09-01,repair
5002,dhtwz6q8,2023-06-01,repair
5003,dhty8r87,2022-11-01,repair
5004,dhty8r87,2023-01-01,repair
5005,dhtwwzdd,2022-10-01,repair
5006,dhtwz5qc,2023-02-01,repair
5007,dhtxpfvf,2023-02-01,repair
5008,dhtz0392,2022-07-01,repair
5009,dhtxpf69,2023-01-01,repair
5010,dhtwy5nn,2022-09-01,repair
5011,dhtwy5nn,2022-10-01,repair
5012,dhtwz5mc,2023-02-01,repair
5013,dhtz0v1x,2023-05-01,repair
5014,dhtz0v6b,2022-11-01,repair
5015,dhtwz5xe,2023-01-01,repair
5016,dhtwz5xe,2023-06-01,repair
5017,dhtwz5xe,2023-08-01,repair
5018,dhtwy3wn,2022-09-01,repair
5019,dhtwy3wn,2023-01-01,repair
5020,dhtybx4k,2022-10-01,repair
5021,dhtwz025,2023-03-01,repair
5022,dhtwz025,2023-04-01,repair
5023,dhtwz025,2023-08-01,repair
5024,dhtyb5rh,2023-07-01,repair
5025,dhtz05up,2022-09-01,repair
5026,dhtxpbm0,2022-08-01,repair
5027,dhtxpbm0,2022-08-01,repair
5028,dhtxpbm0,2022-11-01,repair
5029,dhtxpbm0,2023-06-01,repair
5030,dhtwzek5,2023-05-01,repair
5031,dhtwzykm,2022-10-01,repair
5032,dhtwzykm,2022-10-01,repair
5033,dhtwzykm,2023-03-01,repair
5034,dhtwz6tz,2023-03-01,repair
5035,dhty8pgf,2022-11-01,repair
5036,dhty8pgf,2022-11-01,repair
5037,dhty8pgf,2022-12-01,repair
5038,dhty8pgf,2022-02-01,repair
5039,dhtz0w9g,2022-07-01,repair
5040,dhtybx69,2023-03-01,repair
5041,dhtybx69,2023-03-01,repair
5042,dhtybx69,2023-08-01,repair
5043,dhtz01u6,2022-12-01,repair
5044,dhtwy9ns,2022-10-01,repair
5045,dhtwy9ns,2022-12-01,repair
5046,dhtwy9ns,2023-02-01,repair
5047,dhtwy9ns,2023-08-01,repair
5048,dhtz0w3p,2023-01-01,repair
5049,dhty8rnt,2023-02-01,repair
5050,dhty8rnt,2021-06-01,repair
5051,dhty8rnt,2023-08-01,repair
5052,dhtwzgpe,2022-10-01,repair
5053,dhty8qxw,2023-01-01,repair
5054,dhtz0wu0,2022-11-01,repair
5055,dhtxpcvs,2023-01-01,repair
5056,dhtwz2hx,2022-11-01,repair
5057,dhtwz2hx,2023-03-01,repair
5058,dhtwz2hx,2023-05-01,repair
5059,dhtwy82f,2022-12-01,repair
5060,dhtwy82f,2023-04-01,repair
5061,dhtwy82f,2023-04-01,repair
5062,dhtwy82f,2023-05-01,repair
5063,dhty8x1y,2023-06-01,repair
5064,dhtwzgp7,2023-01-01,repair
5065,dhtwzgpe,2022-10-01,repair
5066,dhtwzgpg,2023-07-01,repair
5067,dhtybhgx,2023-03-01,repair
5068,dhtwzm59,2022-11-01,repair
5069,dhtwzm59,2023-05-01,repair
5070,dhtwzm59,2023-07-01,repair
5071,dhtybxps,2023-05-01,repair
5072,dhtwy8vg,2022-08-01,repair
5073,dhtwy8vg,2022-10-01,repair
5074,dhtyb3cf,2023-06-01,repair
5075,dhtybxp4,2023-01-01,repair
5076,dhtwz19g,2022-07-01,repair
5077,dhtwz19g,2022-11-01,repair
5078,dhtyb0w3,2022-11-01,repair
5079,dhtz04j4,2022-12-01,repair
5080,dhtz0kz8,2023-04-01,repair
5081,dhtz0kz8,2023-05-01,repair
5082,dhtz0qku,2022-12-01,repair
5083,dhtz0qku,2023-05-01,repair
5084,dhtyb26d,2023-01-01,repair
5085,dhtwzuyh,2023-09-01,repair
5086,dhtwwxps,2022-09-01,repair
5087,dhtwwxps,2023-01-01,repair
5088,dhtwwxps,2023-01-01,repair
5089,dhtwwxps,2023-01-01,repair
5090,dhtyb36s,2022-09-01,repair
5091,dhtyb36s,2023-08-01,repair
5092,dhtz0ev6,2023-06-01,repair
5093,dhtz0ev6,2023-06-01,repair
5094,dhtz0w6w,2023-03-01,repair
5095,dhtz0w6w,2023-05-01,repair
5096,dhtz0w9h,2022-12-01,repair
5097,dhtz01kx,2022-12-01,repair
5098,dhtz0wmw,2022-11-01,repair
5099,dhtwyf34,2021-07-01,repair
5100,dhtybkfd,2023-01-01,repair
5101,dhtybkfd,2023-05-01,repair
5102,dhtybecd,2022-10-01,repair
5103,dhtybecd,2022-10-01,repair
5104,dhtz0vdc,2023-06-01,repair
5105,dhtwzgpg,2023-01-01,repair
5106,dhtz04h6,2022-10-01,repair
5107,dhtz04h6,2022-11-01,repair
5108,dhtz04h6,2022-11-01,repair
5109,dhtz04h6,2022-11-01,repair
5110,dhtz04h6,2022-11-01,repair
5111,dhtz04h6,2022-11-01,repair
5112,dhtz04h6,2022-11-01,repair
5113,dhtz04h6,2023-03-01,repair
5114,dhtz04h6,2023-03-01,repair
5115,dhtz04h6,2023-03-01,repair
5116,dhtz04h6,2023-03-01,repair
5117,dhtz04h6,2023-03-01,repair
5118,dhtz04h6,2023-03-01,repair
5119,dhtz04h6,2022-04-01,repair
5120,dhtz04h6,2022-04-01,repair
5121,dhtz04h6,2022-04-01,repair
5122,dhtz04h6,2022-04-01,repair
5123,dhtz04h6,2022-04-01,repair
5124,dhtz04h6,2022-04-01,repair
5125,dhtz04h6,2023-06-01,repair
5126,dhtz04h6,2023-07-01,repair
5127,dhtz04h6,2023-08-01,repair
5128,dhtz084q,2023-03-01,repair
5129,dhtz084q,2023-04-01,repair
5130,dhtybe2j,2023-06-01,repair
5131,dhtybnkx,2023-04-01,repair
5132,dhtwzuqe,2022-12-01,repair
5133,dhtwwz0s,2023-02-01,repair
5134,dhtyb6mt,2023-02-01,repair
5135,dhtz0k0k,2023-03-01,repair
5136,dhty8qxy,2022-11-01,repair
5137,dhtz0ucs,2022-10-01,repair
5138,dhtz0ucs,2022-12-01,repair
5139,dhtwy9wd,2023-04-01,repair
5140,dhtwz1q6,2022-12-01,repair
5141,dhtwz1q6,2022-12-01,repair
5142,dhtwz8sf,2023-01-01,repair
5143,dhtxpgnf,2023-07-01,repair
5144,dhtxpgnf,2023-08-01,repair
5145,dhtyb4cx,2022-08-01,repair
5146,dhty8w9x,2023-04-01,repair
5147,dhtwwxph,2022-07-01,repair
5148,dhtz0x5g,2022-12-01,repair
5149,dhtybx95,2023-04-01,repair
5150,dhtybhz0,2022-10-01,repair
5151,dhtybhz0,2022-11-01,repair
5152,dhtyb3xc,2022-12-01,repair
