Occupancy,DamageLevel,DamageType,FloodDepth,assessment_level,water_location,Latitude,Longitude,BldgValue,EstLoss,owner_renter,insurance_yesno
manufactured_home,Affected,Non-Flood,,Affected,,26.3512222079333,-81.7670067407968,69508.0,10426.199999999999,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7185954081725,-81.8723712356764,14060.0,14060.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7176755929036,-81.8734143854552,15367.0,15367.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.450594792908156,-82.02966354793813,,,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7133221569209,-81.8728357251746,25805.0,25805.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7246322310987,-81.8737266237505,24046.0,24046.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7185900541052,-81.8738393428287,20364.0,10182.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7118685138254,-81.87481318390708,,,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7117943908073,-81.8745920750818,24786.0,12393.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7062571910819,-81.8743821723988,50677.0,50677.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7065394502216,-81.8743775679899,29338.0,29338.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7063895607658,-81.8737535545208,18424.0,18424.0,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3511972717714,-81.7672008656744,35538.0,5330.7,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.6993046776588,-81.8735880023178,23237.0,23237.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6992124374929,-81.8748615646553,33587.0,16793.5,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7047280234529,-81.877134597461,14407.0,14407.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7044923546985,-81.8773058646229,13212.0,13212.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7114578607935,-81.8763675934568,16530.0,16530.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7139010844559,-81.876328738317,18908.0,18908.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7132719159671,-81.8748950565389,21255.0,21255.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7136639946264,-81.8754074516549,10570.0,10570.0,unknown,Unknown
single_family,Destroyed,Flood,,Destroyed,"living_area,non_essential",26.6825688134558,-81.814954756269,42975.0,42975.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7147498072688,-81.8754169644157,13388.0,13388.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7163316376882,-81.8754342595946,13958.0,13958.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7214479547636,-81.8784339197967,46486.0,46486.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7140953533015,-81.8748322606599,25767.0,25767.0,unknown,Unknown
single_family,Affected,Flood,48.0,Affected,,26.450524557413,-82.0293013253314,271265.0,40689.75,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3378784276256,-81.7565445330723,66092.0,9913.8,unknown,Unknown
single_family,Minor,Flood,48.0,Minor,,26.4504876678643,-82.0290018592187,318720.0,79680.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7060592977792,-81.8770587215586,43802.0,43802.0,unknown,Unknown
single_family,Minor,Flood,18.0,Minor,non_essential,26.4689345178161,-82.1542825472432,208766.0,52191.5,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3375532936014,-81.7563459657861,79803.0,11970.449999999999,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3378912519374,-81.7560133718681,81858.0,12278.699999999999,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3372709911025,-81.7558163133244,52301.0,7845.15,unknown,Unknown
single_family,Minor,Flood,12.0,Minor,,26.3448067830619,-81.7950128586008,116741.0,29185.25,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3369337871377,-81.7563466363383,56768.0,8515.199999999999,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3511839864548,-81.7674469583516,27455.0,4118.25,unknown,Unknown
single_family,Affected,Flood,12.0,Affected,non_essential,26.3445168111215,-81.7949997828319,201202.0,30180.3,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3513459667337,-81.7674200524424,33743.0,5061.45,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3369381876369,-81.7561572053266,83590.0,12538.5,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3372864557138,-81.7561675150675,79299.0,11894.85,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3372820971242,-81.7559919141959,58952.0,8842.8,unknown,Unknown
single_family,Affected,Flood,48.0,Affected,non_essential,26.4484070518986,-82.0262272916681,107729.0,16159.349999999999,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3362971815915,-81.7558955223094,76142.0,11421.3,unknown,Unknown
single_family,Major,Flood,36.0,Major,"non_essential,living_area",26.3441962871441,-81.7959781185705,550750.0,275375.0,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3372709911025,-81.7558163133244,52301.0,7845.15,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3369507604916,-81.7558218453805,119411.0,17911.649999999998,unknown,Unknown
single_family,Minor,Flood,12.0,Minor,"non_essential,living_area",26.3447679748501,-81.7966597349367,272752.0,68188.0,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3369778340389,-81.7556389522532,59626.0,8943.9,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3366634707603,-81.7556183327714,110290.0,16543.5,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3363000314386,-81.7555660296956,70428.0,10564.199999999999,unknown,Unknown
single_family,Major,Flood,,Major,living_area,26.452028967786543,-82.0241798100916,,,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.452238607424,-82.0248678662976,605316.0,151329.0,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3362978521438,-81.7562354923022,116521.0,17478.149999999998,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3363043900283,-81.7560782477986,55675.0,8351.25,unknown,Unknown
single_family,Major,Flood,48.0,Major,living_area,26.4739699799562,-82.1541203942447,171136.0,85568.0,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3366645604077,-81.756300871147,64039.0,9605.85,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3513170072582,-81.7729274657429,85894.0,12884.1,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3367044582668,-81.7564912241681,66719.0,10007.85,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3513284066465,-81.7725084544032,86664.0,12999.6,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.3513457990956,-81.772735017246,136326.0,20448.899999999998,unknown,Unknown
single_family,Affected,Flood,,Affected,living_area,26.4522567870876,-82.0237084787736,170096.0,25514.399999999998,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,living_area,26.4515625020924,-82.0235482182185,90113.0,22528.25,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.3508503867084,-81.7728627574504,561082.0,84162.3,renter,Unknown
single_family,Affected,Non-Flood,,Affected,,26.351004859329837,-81.7728832449172,,,unknown,Unknown
single_family,Major,Flood,48.0,Major,living_area,26.4518221439768,-82.0236337174575,237598.0,118799.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3508985407422,-81.7723004155663,168464.0,25269.6,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3359936728775,-81.7559047424029,74659.0,11198.85,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3356402080206,-81.7559092686306,59563.0,8934.449999999999,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3356562174557,-81.7557318237404,81348.0,12202.199999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3527815772001,-81.7734019652817,210319.0,31547.85,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3359951397106,-81.755720172895,68771.0,10315.65,unknown,Unknown
single_family,Minor,Flood,,Minor,non_essential,26.451817102232,-82.0215920765638,1577170.0,394292.5,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3356537867038,-81.7555740763226,64926.0,9738.9,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.4520809739768,-82.0214276823904,1593881.0,398470.25,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3354010304135,-81.7555309933403,89879.0,13481.85,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3524926110881,-81.7733746402773,162720.0,24408.0,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.4768325321064,-82.1647037358264,1392167.0,348041.75,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.336487157427,-81.7584444590651,303082.0,45462.299999999996,unknown,Unknown
manufactured_home,Affected,Non-Flood,,Affected,,26.3461892941716,-81.7586495642358,165133.0,24769.95,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3518081448748,-81.772890920645,245023.0,36753.45,unknown,Unknown
single_family,Major,Flood,96.0,Major,living_area,26.4525130062673,-82.0210551558824,221841.0,110920.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.4773200602692,-82.1654858461855,952626.0,238156.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3516494335382,-81.7734471437398,115930.0,17389.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3464316988114,-81.758053694739,179812.0,26971.8,unknown,Unknown
multi_family,Minor,Flood,72.0,Minor,non_essential,26.4525824089347,-82.0193575387315,173363.0,43340.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3466479519134,-81.7580612384519,187853.0,28177.95,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3474197994673,-81.7580291357627,258677.0,38801.549999999996,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.4795089387618,-82.1670297688033,1213163.0,303290.75,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.3515434443725,-81.7734564476523,86234.0,12935.1,owner,Unknown
single_family,Affected,Flood,96.0,Affected,non_essential,26.4525005983273,-82.0208312121195,213628.0,32044.199999999997,unknown,Unknown
multi_family,Affected,Non-Flood,,Affected,,26.3513720763621,-81.7734507479581,105675.0,15851.25,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,living_area,26.4525457984872,-82.0209734847917,187178.0,46794.5,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.686458739787792,-81.88057880321334,,,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3441045472138,-81.7614088029421,317723.0,47658.45,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.686399564790868,-81.88051545268212,,,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6782604915303,-81.8648099203101,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6782770633184,-81.8640972370072,52145.0,26072.5,unknown,Unknown
multi_family,Major,Non-Flood,,Major,,26.6859062675887,-81.8787348243161,120668.0,60334.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3455639622852,-81.7611011032765,164737.0,24710.55,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6782873918868,-81.8634558554017,43002.0,21501.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6783449114446,-81.8651356923695,62513.0,31256.5,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6785515100929,-81.8659463828149,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6785597400954,-81.8660698448988,50316.0,25158.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7126198239186,-81.8696113245065,11319.0,11319.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7131402610848,-81.8702105719233,22615.0,22615.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34537353,-81.82486222,381060.0,57159.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6782947326763,-81.8631356500619,0.0,0.0,unknown,Unknown
single_family,Major,Non-Flood,,Major,,26.7171626054759,-81.8695538325876,60845.0,30422.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.345540870142,-81.8245801896903,537678.0,80651.7,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6766598834067,-81.8665705196894,55457.0,27728.5,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6908731175696,-81.8857262742332,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6911223615405,-81.885836156476,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3450616767374,-81.8249790844624,495160.0,74274.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7198498715403,-81.8703876662695,15328.0,7664.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6773065237396,-81.8635664521512,47952.0,23976.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3452181668697,-81.8251794957673,356266.0,53439.9,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7227303437467,-81.8702240361428,14465.0,7232.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34563236,-81.82517809,440169.0,66025.34999999999,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3453727710738,-81.8253522467918,290024.0,43503.6,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3392647944108,-81.7610286836331,172810.0,25921.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34589025,-81.82543803,553843.0,83076.45,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6919703410998,-81.8855704874776,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34626613,-81.82547818,397056.0,59558.399999999994,unknown,Unknown
manufactured_home,Major,Flood,7.0,Major,living_area,26.6772627322446,-81.8639045465678,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34652715,-81.82535076,506493.0,75973.95,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3467699086046,-81.8255441923745,369851.0,55477.65,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.7227446644846,-81.8714666750967,10349.0,10349.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34685203,-81.82520131,492747.0,73912.05,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.346975726237,-81.8254542545534,538177.0,80726.55,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3470789,-81.82511043,,,unknown,Unknown
manufactured_home,Major,Flood,19.0,Major,"living_area,non_essential",26.677029015512588,-81.86382434662787,,,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6919066892831,-81.8846081262838,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7185905605685,-81.871428921639,24120.0,12060.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3471100462354,-81.8248022263054,341986.0,51297.9,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6923067344055,-81.8844761769581,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3473267184325,-81.8247371827367,423248.0,63487.2,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34755324,-81.82489631,468146.0,70221.9,unknown,Unknown
multi_family,Major,Flood,120.0,Major,non_essential,26.4500548539067,-82.0202012658717,843840.0,421920.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3477988291289,-81.8247119532082,639240.0,95886.0,unknown,Unknown
multi_family,Major,Non-Flood,,Major,,26.4495026359231,-82.0200703430682,843840.0,421920.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34771228,-81.82506227,510126.0,76518.9,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.7113821299926,-81.8704473230118,94208.0,47104.0,unknown,Unknown
single_family,Affected,Flood,,Affected,non_essential,26.3474471244716,-81.8251748857206,717340.0,107601.0,unknown,Unknown
multi_family,Major,Flood,120.0,Major,non_essential,26.4492865556976,-82.020226409964,843840.0,421920.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6764280378946,-81.8656081243127,45803.0,22901.5,unknown,Unknown
multi_family,Major,Non-Flood,,Major,,26.4496211807247,-82.0198956357473,3375304.0,1687652.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.347941824397,-81.8252220758354,492780.0,73917.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.691676820838907,-81.88604247839189,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3480620208886,-81.8255102456666,673052.0,100957.8,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3479357475172,-81.8257326175579,685348.0,102802.2,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3475103240216,-81.8254844294048,742914.0,111437.09999999999,unknown,Unknown
multi_family,Major,Flood,120.0,Major,non_essential,26.4498773441524,-82.0202812659489,843840.0,421920.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.6777130524473,-81.8643776103069,44890.0,44890.5,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6780012987447,-81.8656967518444,44890.0,22445.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34764079,-81.82582233,,,unknown,Unknown
single_family,Major,Flood,48.0,Major,living_area,26.4821345050988,-82.1731344870934,106764.0,53382.0,unknown,Unknown
manufactured_home,Destroyed,Non-Flood,,Destroyed,,26.6781548215938,-81.8659768998814,50157.0,50157.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.677977614701,-81.8699063333095,179905.0,26985.75,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3473868166783,-81.8256902051278,376662.0,56499.299999999996,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6944420809958,-81.8846089858169,44890.0,22445.25,unknown,Unknown
single_family,Major,Flood,48.0,Major,living_area,26.4813445751364,-82.1729342211136,92125.0,46062.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3477419998253,-81.8261795406352,682045.0,102306.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6773602392514,-81.8693021672013,73024.0,10953.6,unknown,Unknown
multi_family,Minor,Non-Flood,,Minor,,26.6765585101666,-81.8686481054555,141846.0,35461.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3472974655904,-81.8259123255619,411706.0,61755.899999999994,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6950787888905,-81.8824390416431,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6778729776282,-81.8648492033814,49988.0,24994.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6773863753613,-81.8641876820392,46472.0,23236.0,unknown,Unknown
multi_family,Minor,Flood,96.0,Minor,non_essential,26.4507186901328,-82.0213164531266,929562.0,232390.5,unknown,Unknown
multi_family,Affected,Flood,,Affected,living_area,26.449476143924,-82.0208578119009,3133229.0,469984.35,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3476328255365,-81.8263828017872,945437.0,141815.55,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6777477761271,-81.8639132935455,50626.0,25313.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3471011614181,-81.8263552253257,332935.0,49940.25,unknown,Unknown
single_family,Minor,Flood,,Minor,living_area,26.6757885284455,-81.8671320678541,60081.0,15020.25,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,living_area,26.4507991561922,-82.0217321187552,295047.0,73761.75,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34723202,-81.8267201,712826.0,106923.9,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3470356987543,-81.8265744120938,396802.0,59520.299999999996,unknown,Unknown
single_family,Minor,Flood,60.0,Minor,non_essential,26.4504193748305,-82.0223134319626,223263.0,55815.75,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6766143399415,-81.8697960138935,76594.0,11489.1,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6764199028974,-81.8699715886028,85628.0,12844.199999999999,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3473547558986,-81.8271183976099,564624.0,84693.59999999999,unknown,Unknown
single_family,Major,Flood,,Major,living_area,26.4502458478937,-82.0219542401227,99167.0,49583.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3488705392689,-81.7658343639997,122785.0,18417.75,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3472696795814,-81.8273709443525,772752.0,115912.8,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3485930563643,-81.7657694042501,130141.0,19521.149999999998,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3471588708214,-81.8276079007553,762780.0,114417.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6769313351663,-81.8706758539052,99058.0,14858.699999999999,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6955798331479,-81.8824363150174,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6924379246247,-81.8839491216142,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6910183270326,-81.8836462453215,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6933875226348,-81.8774790667648,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6949982231521,-81.8780262513144,44890.0,22445.25,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6932424148167,-81.882198812515,44890.0,22445.25,unknown,Unknown
single_family,Major,Flood,60.0,Major,non_essential,26.4493884826789,-82.0219402197243,499932.0,249966.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3467799668884,-81.8273515821562,1161441.0,174216.15,unknown,Unknown
single_family,Minor,Flood,24.0,Minor,living_area,26.4810378558181,-82.1736994274628,36478.0,9119.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.346857216329784,-81.82695714431738,790706.0,118605.9,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3479051954802,-81.7713622291439,90821.0,13623.15,unknown,Unknown
single_family,Major,Flood,72.0,Major,living_area,26.4490969708537,-82.0218976407077,83390.0,41695.0,unknown,Unknown
single_family,Affected,Flood,48.0,Affected,non_essential,26.4502868089917,-82.0215554798335,365858.0,54878.7,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.346516314124,-81.826685975225,857167.0,128575.04999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3477716298531,-81.7713193976187,83302.0,12495.3,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,living_area,26.4506014918979,-82.0216730723923,100560.0,25140.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3478956401106,-81.7719436817672,86011.0,12901.65,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3467075891545,-81.8261390560428,847702.0,127155.29999999999,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6966117830054,-81.8847612835645,44890.0,22445.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3477749826143,-81.7719452743288,70805.0,10620.75,unknown,Unknown
single_family,Major,Flood,72.0,Major,living_area,26.4497805636896,-82.0215425364318,111411.0,55705.5,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.677623895723,-81.8720040072,76552.0,19138.0,unknown,Unknown
manufactured_home,Major,Non-Flood,,Major,,26.6965867664118,-81.883022721674,44890.0,22445.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3480292895567,-81.7714090839827,83302.0,12495.3,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3463123405102,-81.8265214384657,520289.0,78043.34999999999,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6781606867078,-81.8719340121511,91156.0,13673.4,unknown,Unknown
single_family,Major,Flood,60.0,Major,living_area,26.4500002447305,-82.021530526777,582364.0,291182.0,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3465198764329,-81.8260305942157,405678.0,60851.7,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.678154630625,-81.8724839876703,79593.0,11938.949999999999,unknown,Unknown
single_family,Major,Flood,72.0,Major,non_essential,26.4497704667367,-82.0221659874183,195748.0,97874.0,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3483565190567,-81.7651889574552,219335.0,32900.25,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3462714368227,-81.8259803027967,374915.0,56237.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3481572393086,-81.7714124367439,83302.0,12495.3,owner,Unknown
single_family,Affected,Non-Flood,,Affected,,26.678570519763,-81.8722653018253,74587.0,11188.05,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3460740430029,-81.8264634356957,385505.0,57825.75,unknown,Unknown
single_family,Minor,Non-Flood,,Minor,,26.3481583708656,-81.7718803983982,83302.0,20825.5,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3460610929625,-81.8259510499546,525311.0,78796.65,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3473064342268,-81.7651782286191,179113.0,26866.95,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6786843993962,-81.8724683115557,65321.0,9798.15,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.34574505,-81.82621027,918980.0,137847.0,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,non_essential,26.4485740313186,-82.0213411168462,108309.0,27077.25,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.3483892922981,-81.771874531066,83302.0,12495.3,unknown,Unknown
single_family,Affected,Flood,30.0,Affected,non_essential,26.3456987432883,-81.8259321068534,491186.0,73677.9,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6788811432772,-81.872577644318,50347.0,7552.049999999999,unknown,Unknown
multi_family,Major,Flood,,Major,non_essential,26.448600914905,-82.0212577942655,119989.0,59994.5,unknown,Unknown
single_family,Affected,Non-Flood,,Affected,,26.6791979623854,-81.8728789440545,89683.0,13452.449999999999,unknown,Unknown
single_family,Minor,Flood,72.0,Minor,non_essential,26.4488135588654,-82.02130937839802,,,unknown,Unknown
