Occupancy,DamageLevel,DamageType,FloodDepth,assessment_level,water_location,Latitude,Longitude,BldgValue,EstLoss,owner_renter,insurance_yesno
single_family,Minor,,,,,26.5704884002988,-82.1072077181425,112945.0,28236.25,,
single_family,Major,,,,,26.6289810562156,-82.1241743001906,59109.0,29554.5,,
single_family,Major,,,,,26.6256316773776,-82.1248371628033,62154.0,31077.0,,
single_family,Minor,,,,,26.6319933489012,-82.1248456894355,30704.0,7676.0,,
single_family,Minor,,,,,26.4403749218268,-82.0387727762555,185014.0,46253.5,,
single_family,Affected,,,,,26.5699463892853,-82.1096819362083,40286.0,6042.9,,
single_family,Affected,,,,,26.6374910495669,-82.1294079286434,95569.0,14335.35,,
single_family,Destroyed,,,,,26.5705979062681,-82.1076300850136,36812.0,36812.0,,
single_family,Minor,,,,,26.6292526653513,-82.1235481150977,16979.0,4244.75,,
manufactured_home,Major,,,,,26.568014,-82.10982867,163590.0,81795.0,,
single_family,Affected,,,,,26.6249248751285,-82.1243766390567,38909.0,5836.35,,
single_family,Major,,,,,26.5680872113368,-82.1125966282871,44700.0,22350.0,,
single_family,Affected,,,,,26.5711611722618,-82.1070529164246,39155.0,5873.25,,
single_family,Affected,,,,,26.65100924,-82.12050931,125430.0,18814.5,,
single_family,Affected,,,,,26.625645136911,-82.1238815177896,51627.0,7744.05,,
single_family,Minor,,,,,26.56980557,-82.10675537,100853.0,25213.25,,
single_family,Major,,,,,26.56946262,-82.10602265,85267.0,42633.5,,
single_family,Minor,,,,,26.4299416342202,-82.0930827157435,181611.0,45402.75,,
single_family,Minor,,,,,26.5697790042888,-82.1082170960507,38142.0,9535.5,,
single_family,Minor,,,,,26.6263811502808,-82.1232530405324,12419.0,3104.75,,
single_family,Major,,,,,26.6260909632352,-82.1248050733053,26825.0,13412.5,,
single_family,Minor,,,,,26.4303724522178,-82.0941425305996,204948.0,51237.0,,
single_family,Major,,,,,26.56898527,-82.10565895,67138.0,33569.0,,
single_family,Minor,,,,,26.6307730851923,-82.1248677439435,13634.0,3408.5,,
single_family,Affected,,,,,26.5693943558904,-82.1110176339649,56543.0,8481.45,,
single_family,Destroyed,,,,,26.5675724,-82.11009999,69323.0,69323.0,,
single_family,Minor,,,,,26.4296993881877,-82.092830319518,86126.0,21531.5,,
single_family,Destroyed,,,,,26.5688373496811,-82.1109858250607,126824.0,126824.0,,
single_family,Minor,,,,,26.4412032055358,-82.0381813765876,746469.0,186617.25,,
single_family,Major,,,,,26.568229774714,-82.112283064585,30838.0,15419.0,,
single_family,Affected,,,,,26.64908759,-82.12207942,204179.0,30626.85,,
single_family,Major,,,,,26.6297828599039,-82.1247489441606,53159.0,26579.5,,
single_family,Minor,,,,,26.4301956252351,-82.094581082438,279719.0,69929.75,,
single_family,Minor,,,,,26.6315975793556,-82.1247907037287,19945.0,4986.25,,
single_family,Affected,,,,,26.64904445,-82.12199646,148214.0,22232.1,,
single_family,Destroyed,,,,,26.56954736,-82.10684009,95724.0,95724.0,,
single_family,Major,,,,,26.6263258157488,-82.1255194483151,56250.0,28125.0,,
single_family,Major,,,,,26.6256124253963,-82.124286053724,23693.0,11846.5,,
single_family,Major,,,,,26.5652571416798,-82.1083929262305,98868.0,49434.0,,
single_family,Minor,,,,,26.6293372650403,-82.1241579099927,38239.0,9559.75,,
single_family,Affected,,,,,26.65045865,-82.12227927,198607.0,29791.05,,
single_family,Major,,,,,26.4285720774954,-82.0950351530941,214203.0,107101.5,,
single_family,Major,,,,,26.5696989979577,-82.109846026341,60593.0,30296.5,,
single_family,Major,,,,,26.5686128087688,-82.1127339159557,22358.0,11179.0,,
single_family,Minor,,,,,26.4294057204576,-82.0948530914908,216140.0,54035.0,,
single_family,Minor,,,,,26.4263144539137,-82.0942822292278,118167.0,29541.75,,
manufactured_home,Minor,,,,,26.56895832,-82.10740975,54248.0,13562.0,,
single_family,Major,,,,,26.4262801354354,-82.0939631987677,485746.0,242873.0,,
single_family,Major,,,,,26.5696551287472,-82.1105885006884,59492.0,29746.0,,
single_family,Affected,,,,,26.625327611779,-82.1240780756573,85588.0,12838.2,,
single_family,Minor,,,,,26.6297540195682,-82.1240150005682,61166.0,15291.5,,
single_family,Major,,,,,26.57081465,-82.10578475,46471.0,23235.5,,
single_family,Affected,,,,,26.57063908,-82.1062076,57421.0,8613.15,,
single_family,Affected,,,,,26.57069861,-82.10619181,78268.0,11740.2,,
manufactured_home,Minor,,,,,26.56860922,-82.10944924,48580.0,12145.0,,
single_family,Affected,,,,,26.6310730991142,-82.1239314369634,79663.0,11949.45,,
single_family,Affected,,,,,26.6289669602163,-82.1231922484996,33076.0,4961.4,,
single_family,Major,,,,,26.57136016,-82.10534145,58769.0,29384.5,,
single_family,Minor,,,,,26.4486664657305,-82.1232942739188,31823.0,7955.75,,
single_family,Major,,,,,26.4488316430987,-82.1231814920418,245756.0,122878.0,,
single_family,Minor,,,,,26.4410335639543,-82.0376874125407,755047.0,188761.75,,
single_family,Affected,,,,,26.5708456929901,-82.1071557492881,90290.0,13543.5,,
single_family,Affected,,,,,26.6300793492627,-82.1246872379166,68951.0,10342.65,,
single_family,Major,,,,,26.56839435,-82.10847125,93659.0,46829.5,,
single_family,Major,,,,,26.4271563279751,-82.0915057503106,217573.0,108786.5,,
single_family,Destroyed,,,,,26.5708940316465,-82.1074548482191,67840.0,67840.0,,
single_family,Affected,,,,,26.6248346398308,-82.1237810249035,32898.0,4934.7,,
single_family,Affected,,,,,26.6249457966791,-82.123880611509,32898.0,4934.7,,
single_family,Minor,,,,,26.6256651412415,-82.1221964143427,55835.0,13958.75,,
single_family,Major,,,,,26.56939998,-82.10627916,102723.0,51361.5,,
single_family,Major,,,,,26.6285944320758,-82.1230967567999,20755.0,10377.5,,
single_family,Major,,,,,26.629044186619,-82.1235483577322,40115.0,20057.5,,
single_family,Major,,,,,26.56845828,-82.1077479,43844.0,21922.0,,
single_family,Minor,,,,,26.4412273031034,-82.0374236883518,738678.0,184669.5,,
manufactured_home,Major,,,,,26.56779389,-82.11001032,139054.0,69527.0,,
manufactured_home,Destroyed,,,,,26.5693862,-82.10714919,9344.0,9344.0,,
single_family,Minor,,,,,26.5691084474789,-82.1102758684744,101184.0,25296.0,,
single_family,Destroyed,,,,,26.5693959748708,-82.110719757651,69840.0,69840.0,,
single_family,Major,,,,,26.6285948799623,-82.1247679273465,25137.0,12568.5,,
manufactured_home,Major,,,,,26.56858526,-82.10622219,168565.0,84282.5,,
single_family,Major,,,,,26.4268674390281,-82.0918959065577,179086.0,89543.0,,
single_family,Major,,,,,26.56881995,-82.10760736,104363.0,52181.5,,
single_family,Major,,,,,26.629363685393,-82.1248047352872,36034.0,18017.0,,
single_family,Major,,,,,26.6287767921442,-82.1234469043316,22926.0,11463.0,,
single_family,Minor,,,,,26.4298425137537,-82.0950979101249,194800.0,48700.0,,
single_family,Affected,,,,,26.624922601129,-82.1231545904297,29698.0,4454.7,,
single_family,Minor,,,,,26.57011603,-82.1080481,128264.0,32066.0,,
single_family,Destroyed,,,,,26.5700997004857,-82.1080908027677,67357.0,67357.0,,
single_family,Minor,,,,,26.4259465153574,-82.0930761493788,281439.0,70359.75,,
single_family,Destroyed,,,,,26.5697500296221,-82.1101640229236,13146.0,13146.0,,
single_family,Major,,,,,26.6253375106964,-82.124735801316,23236.0,11618.0,,
single_family,Minor,,,,,26.5686576135228,-82.1109490719601,77840.0,19460.0,,
manufactured_home,Minor,,,,,26.56839145,-82.10990501,20340.0,5085.0,,
single_family,Affected,,,,,26.56829527,-82.10989711,40877.0,6131.55,,
single_family,Major,,,,,26.57138502,-82.10601545,38644.0,19322.0,,
single_family,Major,,,,,26.56870652,-82.10892339,85280.0,42640.0,,
single_family,Minor,,,,,26.4301112426493,-82.0941167017959,98217.0,24554.25,,
single_family,Major,,,,,26.4262493045168,-82.0914531298428,74986.0,37493.0,,
single_family,Minor,,,,,26.4306234813562,-82.0955163168016,203918.0,50979.5,,
single_family,Minor,,,,,26.5704413792522,-82.1080041962194,86075.0,21518.75,,
single_family,Major,,,,,26.4287536389307,-82.0938359187708,465934.0,232967.0,,
single_family,Major,,,,,26.56893089,-82.10677743,69465.0,34732.5,,
single_family,Affected,,,,,26.6383385370378,-82.1298314569153,57098.0,8564.7,,
single_family,Minor,,,,,26.5693244724822,-82.1093604718793,23978.0,5994.5,,
single_family,Affected,,,,,26.5697069388378,-82.1089552152827,163991.0,24598.65,,
single_family,Major,,,,,26.4270841804298,-82.0949385904484,98432.0,49216.0,,
single_family,Affected,,,,,26.65010022,-82.12203778,227073.0,34060.95,,
single_family,Affected,,,,,26.5685637326988,-82.1111488421235,72360.0,10854.0,,
single_family,Major,,,,,26.6261069834038,-82.1244271673844,37769.0,18884.5,,
single_family,Destroyed,,,,,26.56895641,-82.10858588,71097.0,71097.0,,
single_family,Affected,,,,,26.6545221,-82.12305259,81880.0,12282.0,,
single_family,Major,,,,,26.5687206739126,-82.1106480308809,72890.0,36445.0,,
single_family,Affected,,,,,26.64813445,-82.12381907,148285.0,22242.75,,
single_family,Major,,,,,26.4256068848378,-82.0914303800056,177852.0,88926.0,,
single_family,Major,,,,,26.628956485237,-82.1245974524573,16374.0,8187.0,,
single_family,Minor,,,,,26.5689751,-82.10905009,46027.0,11506.75,,
single_family,Affected,,,,,26.570209223188,-82.1070394489877,48098.0,7214.7,,
single_family,Major,,,,,26.6261396795057,-82.1245954554788,45850.0,22925.0,,
single_family,Destroyed,,,,,26.56948391,-82.10744425,28784.0,28784.0,,
single_family,Destroyed,,,,,26.56939551,-82.10763048,89438.0,89438.0,,
single_family,Minor,,,,,26.626075937832,-82.1241934374716,56884.0,14221.0,,
single_family,Minor,,,,,26.56909517,-82.10795161,40000.0,10000.0,,
single_family,Major,,,,,26.5687695068558,-82.1122624313851,63732.0,31866.0,,
single_family,Affected,,,,,26.6256574572335,-82.1240950592486,21261.0,3189.15,,
single_family,Major,,,,,26.4270569860615,-82.0953985001154,89224.0,44612.0,,
single_family,Affected,,,,,26.6208172811589,-82.1209400997257,223089.0,33463.35,,
manufactured_home,Minor,,,,,26.56915893,-82.10718674,100622.0,25155.5,,
single_family,Destroyed,,,,,26.56878195,-82.10731671,71789.0,71789.0,,
single_family,Affected,,,,,26.6303915617073,-82.12479842924,33770.0,5065.5,,
manufactured_home,Destroyed,,,,,26.56832157,-82.11034736,89819.0,89819.0,,
single_family,Affected,,,,,26.56816806,-82.11030073,108442.0,16266.3,,
single_family,Major,,,,,26.6292789072363,-82.1239817715189,23227.0,11613.5,,
single_family,Minor,,,,,26.6297560586872,-82.1238649266069,97808.0,24452.0,,
single_family,Major,,,,,26.6286099395654,-82.1244808049096,14350.0,7175.0,,
single_family,Affected,,,,,26.6261763843154,-82.1235643120924,67612.0,10141.8,,
single_family,Major,,,,,26.426523086202,-82.0944577823515,566229.0,283114.5,,
single_family,Major,,,,,26.6290385644893,-82.124906035099,85685.0,42842.5,,
single_family,Minor,,,,,26.5707787525704,-82.1079133289779,40781.0,10195.25,,
single_family,Minor,,,,,26.56812029,-82.11084042,95379.0,23844.75,,
single_family,Affected,,,,,26.5696089326449,-82.1100590844618,120084.0,18012.6,,
single_family,Major,,,,,26.4267246897935,-82.0949766673401,154643.0,77321.5,,
single_family,Affected,,,,,26.65301685,-82.11892008,172589.0,25888.35,,
single_family,Minor,,,,,26.6307747861934,-82.1245816786828,17794.0,4448.5,,
single_family,Minor,,,,,26.57129972,-82.10650824,66295.0,16573.75,,
single_family,Minor,,,,,26.57120668,-82.10650087,50868.0,12717.0,,
single_family,Major,,,,,26.6264198652078,-82.1247355028312,15983.0,7991.5,,
single_family,Major,,,,,26.56832949,-82.10814828,40650.0,20325.0,,
single_family,Affected,,,,,26.624945022421,-82.1240812933932,94333.0,14149.95,,
single_family,Affected,,,,,26.6308208123504,-82.123798171696,18028.0,2704.2,,
single_family,Affected,,,,,26.5707458363987,-82.1077070967592,69624.0,10443.6,,
manufactured_home,Major,,,,,26.56810907,-82.1086404,41602.0,20801.0,,
manufactured_home,Major,,,,,26.56808803,-82.10886698,62629.0,31314.5,,
single_family,Minor,,,,,26.6480887320932,-82.1254661301857,112221.0,28055.25,,
single_family,Minor,,,,,26.6315311023546,-82.1243638035875,13639.0,3409.75,,
single_family,Destroyed,,,,,26.5700642031463,-82.1089872535729,96062.0,96062.0,,
single_family,Affected,,,,,26.6254367046527,-82.123479382076,68240.0,10236.0,,
single_family,Affected,,,,,26.6253447067501,-82.123627567366,68240.0,10236.0,,
single_family,Major,,,,,26.4416932637064,-82.032921512112,5792102.0,2896051.0,,
single_family,Major,,,,,26.4417473236509,-82.034571082164,4567376.0,2283688.0,,
single_family,Minor,,,,,26.4399783875747,-82.0375083316683,9383785.0,2345946.25,,
single_family,Major,,,,,26.4416992726755,-82.0366088843705,4681270.0,2340635.0,,
single_family,Major,,,,,26.4404612032173,-82.0355547786407,5470314.0,2735157.0,,
single_family,Affected,,,,,26.5703756754163,-82.106669964284,42922.0,6438.3,,
single_family,Major,,,,,26.4418829410773,-82.0334724077265,4789035.0,2394517.5,,
single_family,Major,,,,,26.44105914547,-82.0340481600526,6142294.0,3071147.0,,
multi_family,Major,,,,,26.4427297248584,-82.0344050391058,5508053.0,2754026.5,,
single_family,Major,,,,,26.5700379473483,-82.107522706604,47309.0,23654.5,,
single_family,Major,,,,,26.4428551087785,-82.0340287847982,3887874.0,1943937.0,,
single_family,Major,,,,,26.6286035206847,-82.1242635486804,45434.0,22717.0,,
single_family,Major,,,,,26.4429599129335,-82.0337204125588,3272240.0,1636120.0,,
single_family,Major,,,,,26.4415002238565,-82.0333004610045,6142294.0,3071147.0,,
single_family,Major,,,,,26.441283762074,-82.0336920868408,6140888.0,3070444.0,,
single_family,Major,,,,,26.4425455802851,-82.0330829681862,3363336.0,1681668.0,,
single_family,Major,,,,,26.4412536654119,-82.0347537705178,4567376.0,2283688.0,,
single_family,Major,,,,,26.4407043759585,-82.0348771072231,5233842.0,2616921.0,,
single_family,Major,,,,,26.4422383279568,-82.0337249964479,4671940.0,2335970.0,,
single_family,Destroyed,,,,,26.5691085364239,-82.11115018994,56107.0,56107.0,,
single_family,Major,,,,,26.56907388,-82.10651561,60961.0,30480.5,,
single_family,Major,,,,,26.4418070758241,-82.0326405829269,5693466.0,2846733.0,,
single_family,Major,,,,,26.4420143694672,-82.0340737334299,4822060.0,2411030.0,,
single_family,Major,,,,,26.4413501814014,-82.0357810273952,4416408.0,2208204.0,,
single_family,Minor,,,,,26.4400473216046,-82.0370988723415,8812055.0,2203013.75,,
single_family,Major,,,,,26.4403343655629,-82.0359223394131,4400097.0,2200048.5,,
single_family,Affected,,,,,26.5698094128743,-82.1095944901817,131926.0,19788.9,,
single_family,Minor,,,,,26.4298386612628,-82.0955422436562,200493.0,50123.25,,
single_family,Affected,,,,,26.6307534647214,-82.1243765935875,47915.0,7187.25,,
manufactured_home,Major,,,,,26.5683308,-82.10891352,82609.0,41304.5,,
single_family,Destroyed,,,,,26.56970366,-82.10670887,137528.0,137528.0,,
single_family,Affected,,,,,26.6207743520574,-82.1219711684707,226549.0,33982.35,,
single_family,Major,,,,,26.4258793087584,-82.091492747843,144695.0,72347.5,,
manufactured_home,Destroyed,,,,,26.56725874,-82.11070252,57708.0,57708.0,,
manufactured_home,Major,,,,,26.56724512,-82.11082875,21304.0,10652.0,,
single_family,Minor,,,,,26.4302360065245,-82.093412154423,82069.0,20517.25,,
single_family,Major,,,,,26.4406170562211,-82.0358353718169,4572140.0,2286070.0,,
single_family,Major,,,,,26.4414879179949,-82.0354962422297,4449775.0,2224887.5,,
single_family,Major,,,,,26.4417971916877,-82.0362895044245,3873544.0,1936772.0,,
single_family,Major,,,,,26.4419464439093,-82.0360517735016,4756987.0,2378493.5,,
single_family,Major,,,,,26.56873383,-82.1064619,35498.0,17749.0,,
single_family,Major,,,,,26.4422434296402,-82.0334429593089,3231106.0,1615553.0,,
single_family,Minor,,,,,26.4306140839962,-82.0921922202829,84148.0,21037.0,,
single_family,Major,,,,,26.4421080098038,-82.0344897812216,4692976.0,2346488.0,,
single_family,Major,,,,,26.4417091603191,-82.0338759482191,4598246.0,2299123.0,,
single_family,Major,,,,,26.4417023524796,-82.0342215740754,0.0,0.0,,
single_family,Major,,,,,26.4413975719549,-82.0343355800471,4587699.0,2293849.5,,
single_family,Major,,,,,26.4408551330025,-82.0344168105991,6142294.0,3071147.0,,
single_family,Major,,,,,26.4415703333069,-82.0350194292055,4662106.0,2331053.0,,
single_family,Minor,,,,,26.4388194598573,-82.0389452874499,168590.0,42147.5,,
single_family,Minor,,,,,26.4396167369897,-82.039393405928,0.0,0.0,,
single_family,Major,,,,,26.4405929944757,-82.0352413919517,5194340.0,2597170.0,,
single_family,Major,,,,,26.4421841815124,-82.0357648521309,4687764.0,2343882.0,,
single_family,Major,,,,,26.4408933828355,-82.0360471589696,4419460.0,2209730.0,,
single_family,Major,,,,,26.4415666683713,-82.0368514056823,1962915.0,981457.5,,
single_family,Major,,,,,26.4412325490793,-82.0353249012717,3724246.0,1862123.0,,
single_family,Major,,,,,26.441001896807,-82.0351794201527,4734718.0,2367359.0,,
single_family,Major,,,,,26.4409680063655,-82.0354951636549,0.0,0.0,,
single_family,Major,,,,,26.440753692215,-82.0355656357055,0.0,0.0,,
single_family,Major,,,,,26.4410833975265,-82.0363041661089,3744720.0,1872360.0,,
single_family,Major,,,,,26.4430924207692,-82.0334514789982,4009459.0,2004729.5,,
single_family,Major,,,,,26.441978740644,-82.0332505485776,3403280.0,1701640.0,,
single_family,Minor,,,,,26.570143345623,-82.1087518164,78333.0,19583.25,,
single_family,Minor,,,,,26.430479435004,-82.0946851871673,204040.0,51010.0,,
manufactured_home,Minor,,,,,26.6415795770375,-82.1308695873816,38323.0,9580.75,,
single_family,Minor,,,,,26.6406323661087,-82.130646367185,241832.0,60458.0,,
single_family,Major,,,,,26.5684736611927,-82.1129919575937,28724.0,14362.0,,
single_family,Destroyed,,,,,26.56940862,-82.10769664,36635.0,36635.0,,
single_family,Minor,,,,,26.6253350822601,-82.1229742703739,44273.0,11068.25,,
single_family,Minor,,,,,26.6256467701614,-82.1245151226429,63506.0,15876.5,,
single_family,Minor,,,,,26.5693302591099,-82.1099394876932,12183.0,3045.75,,
single_family,Destroyed,,,,,26.5691283064144,-82.1097617065358,79921.0,79921.0,,
single_family,Affected,,,,,26.65251247,-82.11610877,144996.0,21749.4,,
single_family,Affected,,,,,26.6315577100447,-82.1240208703752,70690.0,10603.5,,
single_family,Minor,,,,,26.6260416612179,-82.1222265822716,24596.0,6149.0,,
single_family,Major,,,,,26.4259741534703,-82.0919192720677,192659.0,96329.5,,
single_family,Major,,,,,26.4273164248643,-82.0953027662636,92489.0,46244.5,,
single_family,Major,,,,,26.4423064091283,-82.0328993659939,0.0,0.0,,
single_family,Major,,,,,26.6285849782496,-82.1246224894355,22773.0,11386.5,,
single_family,Minor,,,,,26.4269877518741,-82.0884690555533,460229.0,115057.25,,
manufactured_home,Major,,,,,26.56760505,-82.11040804,41143.0,20571.5,,
single_family,Minor,,,,,26.6486266272234,-82.126122416233,150174.0,37543.5,,
single_family,Major,,,,,26.4268463942434,-82.0928354588605,407270.0,203635.0,,
single_family,Minor,,,,,26.642585683282,-82.122124174917,73911.0,18477.75,,
single_family,Affected,,,,,26.6721182929374,-82.1503676594355,98441.0,14766.15,,
single_family,Major,,,,,26.5710585796483,-82.1036743971689,57572.0,28786.0,,
single_family,Minor,,,,,26.6431605193321,-82.1216888301795,47821.0,11955.25,,
single_family,Minor,,,,,26.62338555,-82.11805248,60290.0,15072.5,,
single_family,Affected,,,,,26.61397223,-82.1160064,38138.0,5720.7,,
single_family,Minor,,,,,26.6414669424018,-82.1232295681098,164276.0,41069.0,,
single_family,Minor,,,,,26.4257731344333,-82.0847443096711,476985.0,119246.25,,
single_family,Minor,,,,,26.426533427203,-82.0922582746116,113816.0,28454.0,,
single_family,Minor,,,,,26.57038068,-82.1050388,75094.0,18773.5,,
single_family,Minor,,,,,26.6426313727306,-82.1238673328509,58287.0,14571.75,,
single_family,Affected,,,,,26.643573204678,-82.1239426013184,118890.0,17833.5,,
single_family,Destroyed,,,,,26.57002705,-82.10415766,76334.0,76334.0,,
single_family,Major,,,,,26.4280828004678,-82.1037553953096,990827.0,495413.5,,
single_family,Affected,,,,,26.61464232,-82.11705029,49005.0,7350.75,,
single_family,Major,,,,,26.4262382490057,-82.0885327267476,420825.0,210412.5,,
single_family,Minor,,,,,26.4331542865078,-82.1034295067577,177569.0,44392.25,,
manufactured_home,Minor,,,,,26.56963146,-82.104131,81017.0,20254.25,,
single_family,Minor,,,,,26.634558252049,-82.1223596932981,149792.0,37448.0,,
single_family,Affected,,,,,26.6711936560075,-82.1559326954791,241562.0,36234.3,,
single_family,Affected,,,,,26.6630175524369,-82.1442981597346,170732.0,25609.8,,
single_family,Minor,,,,,26.6476515818192,-82.1217424794244,138405.0,34601.25,,
single_family,Affected,,,,,26.66542291,-82.14202466,557020.0,83553.0,,
single_family,Affected,,,,,26.6660579853477,-82.1436074744113,50909.0,7636.35,,
single_family,Minor,,,,,26.665934790086,-82.1437472806123,47510.0,11877.5,,
single_family,Affected,,,,,26.6658527056893,-82.1438424763869,47510.0,7126.5,,
single_family,Affected,,,,,26.6675352524112,-82.1447459819599,122117.0,18317.55,,
single_family,Minor,,,,,26.4416318326115,-82.0626446459473,159428.0,39857.0,,
single_family,Affected,,,,,26.6678430921785,-82.1451799725915,17300.0,2595.0,,
single_family,Affected,,,,,26.7043014417471,-82.1540313203578,148229.0,22234.35,,
single_family,Minor,,,,,26.6430465426035,-82.1247825262993,252569.0,63142.25,,
single_family,Minor,,,,,26.6440255549435,-82.1224340551065,264588.0,66147.0,,
single_family,Minor,,,,,26.6482961516586,-82.1186714586619,307900.0,76975.0,,
single_family,Affected,,,,,26.6954858258126,-82.1445475951955,123022.0,18453.3,,
single_family,Affected,,,,,26.6941302234811,-82.1446099103198,97788.0,14668.2,,
single_family,Minor,,,,,26.6694641405777,-82.1558675173669,155978.0,38994.5,,
single_family,Affected,,,,,26.6348633715756,-82.1209410642261,283478.0,42521.7,,
single_family,Minor,,,,,26.6408456428626,-82.1196420457274,190777.0,47694.25,,
single_family,Major,,,,,26.665625967935,-82.1533050965016,181110.0,90555.0,,
single_family,Minor,,,,,26.6436385579417,-82.1146441633912,230625.0,57656.25,,
single_family,Affected,,,,,26.6719412440201,-82.149435194334,87909.0,13186.35,,
single_family,Minor,,,,,26.6713560251618,-82.1517351845308,232781.0,58195.25,,
single_family,Affected,,,,,26.6418292348486,-82.1230667696736,54166.0,8124.9,,
single_family,Minor,,,,,26.6701357288673,-82.1495213679166,161466.0,40366.5,,
single_family,Affected,,,,,26.6587738627973,-82.1376179325401,96375.0,14456.25,,
single_family,Minor,,,,,26.6592815653314,-82.1363205190286,176447.0,44111.75,,
single_family,Major,,,,,26.6440860258768,-82.1217297652749,109565.0,54782.5,,
single_family,Minor,,,,,26.6342918048993,-82.1208865322065,254143.0,63535.75,,
single_family,Minor,,,,,26.634017463517,-82.1202711699797,272577.0,68144.25,,
single_family,Minor,,,,,26.6697285026602,-82.1458286572521,105320.0,26330.0,,
single_family,Minor,,,,,26.6698127545163,-82.1460248171193,128796.0,32199.0,,
single_family,Minor,,,,,26.6348836287405,-82.1193855008078,241234.0,60308.5,,
single_family,Minor,,,,,26.6649775988296,-82.153347988689,174298.0,43574.5,,
single_family,Major,,,,,26.6664063336233,-82.1335135396593,129413.0,64706.5,,
single_family,Affected,,,,,26.7059736111672,-82.1593285939651,239849.0,35977.35,,
single_family,Affected,,,,,26.6696888746789,-82.1531898841524,129288.0,19393.2,,
single_family,Affected,,,,,26.669838562692,-82.1495010216898,157923.0,23688.45,,
single_family,Minor,,,,,26.6655793252549,-82.1528235955394,111804.0,27951.0,,
single_family,Affected,,,,,26.6686406074031,-82.1464569382776,143688.0,21553.2,,
single_family,Minor,,,,,26.6658779884522,-82.1533529669574,351028.0,87757.0,,
single_family,Affected,,,,,26.6645656853586,-82.144659817624,117356.0,17603.4,,
single_family,Minor,,,,,26.6397130938246,-82.1232333802971,100820.0,25205.0,,
single_family,Minor,,,,,26.663563390108,-82.1515576613464,175163.0,43790.75,,
single_family,Affected,,,,,26.6713889905075,-82.1508516250953,612211.0,91831.65,,
single_family,Affected,,,,,26.6697375828313,-82.1539538166371,201665.0,30249.75,,
single_family,Minor,,,,,26.6378189938509,-82.1234554295803,84744.0,21186.0,,
single_family,Affected,,,,,26.6602354454695,-82.153158960719,504772.0,75715.8,,
single_family,Minor,,,,,26.6340384324476,-82.1192278611324,216087.0,54021.75,,
single_family,Affected,,,,,26.6710075418647,-82.1560214718953,266486.0,39972.9,,
single_family,Affected,,,,,26.7058885755496,-82.1583265322642,217690.0,32653.5,,
single_family,Minor,,,,,26.6410330623217,-82.1223850702971,118435.0,29608.75,,
single_family,Affected,,,,,26.6700786842864,-82.1554382045221,191153.0,28672.95,,
single_family,Affected,,,,,26.6670364984217,-82.1457022576961,15466.0,2319.9,,
single_family,Minor,,,,,26.6426207084523,-82.1243938639075,64207.0,16051.75,,
single_family,Minor,,,,,26.6674710463922,-82.1551050431985,186476.0,46619.0,,
single_family,Minor,,,,,26.663626331419,-82.1526413661702,138037.0,34509.25,,
single_family,Minor,,,,,26.6397510227108,-82.121655977904,77733.0,19433.25,,
single_family,Minor,,,,,26.6377460625824,-82.1243391394784,131550.0,32887.5,,
single_family,Affected,,,,,26.6713091869402,-82.1529761811339,144435.0,21665.25,,
single_family,Affected,,,,,26.7047938407015,-82.1561708709446,269959.0,40493.85,,
single_family,Affected,,,,,26.6378290319789,-82.1223067662065,129948.0,19492.2,,
single_family,Minor,,,,,26.6398091100181,-82.1236372938559,17842.0,4460.5,,
single_family,Minor,,,,,26.6377349500032,-82.1239222262555,122113.0,30528.25,,
single_family,Affected,,,,,26.6635258681964,-82.1406374837348,63798.0,9569.7,,
single_family,Affected,,,,,26.669571060374,-82.1500896168012,265871.0,39880.65,,
single_family,Minor,,,,,26.6662621000168,-82.1529083086742,137738.0,34434.5,,
single_family,Affected,,,,,26.6474193035337,-82.1204859090715,185274.0,27791.1,,
single_family,Affected,,,,,26.7034619800219,-82.1533201701943,100579.0,15086.85,,
single_family,Minor,,,,,26.6617190222569,-82.1402680281445,291379.0,72844.75,,
single_family,Minor,,,,,26.6406042199143,-82.1221344663411,70871.0,17717.75,,
single_family,Minor,,,,,26.6414491428994,-82.1221433027443,82099.0,20524.75,,
single_family,Minor,,,,,26.6438543835434,-82.1153889979331,356650.0,89162.5,,
single_family,Minor,,,,,26.644144033429,-82.1152380435813,356650.0,89162.5,,
single_family,Major,,,,,26.6634731786455,-82.1518532899739,413500.0,206750.0,,
single_family,Affected,,,,,26.6639442467198,-82.1417915649084,107955.0,16193.25,,
single_family,Affected,,,,,26.6577047496485,-82.1450682123594,98560.0,14784.0,,
single_family,Affected,,,,,26.6624260238164,-82.1430197320332,126847.0,19027.05,,
single_family,Major,,,,,26.6669649205471,-82.1294146571278,457003.0,228501.5,,
single_family,Minor,,,,,26.6364573814788,-82.1236478754738,57262.0,14315.5,,
single_family,Affected,,,,,26.6690476037961,-82.1483799618596,154898.0,23234.7,,
single_family,Minor,,,,,26.6639408122915,-82.1521613758814,143814.0,35953.5,,
single_family,Minor,,,,,26.6712018871258,-82.1430976828646,157005.0,39251.25,,
single_family,Major,,,,,26.6361662615427,-82.1198876244991,81566.0,40783.0,,
single_family,Affected,,,,,26.664162299361,-82.1446402571228,99313.0,14896.95,,
single_family,Minor,,,,,26.653148665391,-82.1382963306574,367430.0,91857.5,,
single_family,Affected,,,,,26.6686617171213,-82.1539444353289,192979.0,28946.85,,
