OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
1681,Parker Lane RPD Phase 3,Development Order,South Fort Myers,Residential,DOS2024-00015,064e41c4-75f5-4d2f-b00b-4f6245c9548b,Construction of 21 single family residential units to serve the third phase (4.77 acres) of the Parker Lane RPD single family residential project.,,
1682,Wawa #5477,Development Order,North Fort Myers,Commercial,DOS2024-00012,ed107058-298f-47a1-a672-210744e16bfb,"To develop a Wawa Gas Station w/ Convenience Store at Bayshore Rd. & Coon Rd. The proposed development will consist of an approximately 5,915 SF Convenience Store and a 7,906 SF Fu. The proposed project includes associated parking, pavement, drainage, utilities, and landscaping. ",,
1684,Kingston Pod 1 Phase 1,Development Order,Southeast Lee County,Residential,DOS2024-00006,821ab821-c111-4acf-8e0c-a1727f33b896,"The project proposes to construct 554 single family residential units with its supporting infrastructure. This Development Order is to permit the surface water management system, drainage, lighting, potable water, irrigation, and wastewater systems for Phase 1.",,
1686,Kingston Pod 3 Phase 1,Development Order,Southeast Lee County,Residential,DOS2024-00005,ba6af3b4-456a-4b4f-b98c-ab2747cb1368,Residential subdivision consisting of 350 units and associated infrastructure.,,
1690,Kingston Pod 2 Phase 1,Development Order,Southeast Lee County,Residential,DOS2024-00007,46b0ccdf-fb81-45b1-9f5e-51747acedcd3,"The project proposes to construct 214 single-family units and 90 single-family attached residential units with supporting infrastructure. This Development Order proposes to permit the surface water management system, drainage, lighting, potable water, and wastewater systems for this project.",,
1691,11480 McGregor Blvd,Planning/Zoning,Iona/McGregor,Residential,DCI2024-00011,02db4aeb-6c82-436c-83db-7e595f910e57,Request to rezone 3.6± acres from Residential Single-Family (RS-1) to Residential Planned Development (RPD) to allow for a maximum of 10 single-family dwelling units.,,
1692,Aspen Dental ,Complete,Lehigh Acres,Commercial,COM2021-00644,ab0f4111-c723-4a8e-ab58-4dafe2cf0cd1,"New commercial construction of 3,775 SF single-story shell building.",,
1693,Chipotle Grill,Complete,Lehigh Acres,Commercial,DOS2024-00022,17b0f391-4808-42dc-bbed-749c96d841f0,"Construct a 2,492-square-foot Chipotle Restaurant on a 0.82-acre parcel, Parcel #3 of the Palmetto Lehigh Acres Subdivision.",,
1694,Arcland Self Storage,Development Order,Lehigh Acres,Commercial,DOS2024-00024,c9d1dc70-bc6a-41a2-9af2-6a82e4e4785f,"Proposed one phase construction of 4 self storage buildings totaling 129,405 sf with a 6,960 sf screened open storage canopy, shared entrance drive.",,
1695,McGregor Retail/Office Building ,Development Order,Iona/McGregor,Commercial,DOS2024-00043,21ae4ee7-63e4-413f-bc65-4d2ede56bd7b,"Propose construction of a single commercial building containing a mixture of office and retail space on two floors. The 1st floor consisting of 3,120 SF and 2nd floor 3,309 SF on a 0.60-acre outparcel at bridge plaza.",,
1696,Emerald Lakes ,Development Order,North Fort Myers,Residential,DOS2024-00032,cc23c302-03af-4ca3-8b3c-57b71182e620,"Construction of 404 single family residential units and amenity center, with associated roadway, water management system, and utility infrastructure. Project also includes temporary sales center, model homes, and parking lots.",,
1697,Bokeelia Pointe ,Development Order,Pine Island,Residential,DOS2024-00033,b439f1a8-050e-482d-a026-3a1be8857b6d,To develop a 53-unit mobile home community with clubhouse/pool amenity area.  Existing historic restaurant will remain.  ,,
1698,Alico Penn Plaza,Development Order,San Carlos,Industrial,DOS2024-00035,a1025078-8b5d-4505-9673-c8b599794873,"Development of two 7,500 light industrial buildings and associated infrastructure.",,
1699,Bayshore Rd Industrial Park,Permitting,North Fort Myers,Industrial,DOS2024-00036,38de0a16-0834-4d6b-94f7-44815f5ce869,"Construct a +/-12,000 SF Prefabricated metal warehouse, parking, and landscape.",,
1700,Cypress Apartments ,Construction,South Fort Myers,Residential,DOS2024-00039,46c12ac4-687f-42b6-8bd7-faf9abeed719,"The project proposes the development of 2 multi-family apartment  buildings totaling 320 units with associated parking, utility & stormwater management.",,
1701,4th Street Business Offices ,Planning/Zoning,Lehigh Acres,Commercial,REZ2024-00003,6197ec8d-4783-4746-bf68-01f33ef87393,"Request to rezone 0.32 acres located at 4401 4th St. W from Residential Single-Family (RS-1) to Commercial to allow medical, general office and retail.",,
1702,Lee Boulevard Commercial Subdivision,Permitting,Lehigh Acres,Commercial,DOS2024-00051,08fbc3a8-e33b-4594-bfdf-8ec34aeff544,A proposed Commercial Subdivision on a 6.44-acre parcel that is to be subdivided into 5 individual tracts via a Plat. The construction of the 7-Eleven convenience store/gas station is also proposed as a phase of construction with the other 4 tracts being cleared for future development.,,
1703,Equipment Share,Development Order,Gateway/Airport,Industrial,DOS2024-00046,a7747a77-e476-442a-bc4c-e5c423b962bd,"Proposed construction of a 14,350 sf industrial building with associated parking, landscaping, utilities and drainage.",,
1704,Culver's Palm Beach Boulevard ,Construction,Fort Myers Shores,Commercial,DOS2024-00048,c1b7ce46-4eba-4131-a09f-13488ded9146,"Proposed construction of a 4,500 ± SF Culver’s Restaurant with drive-through and associated infrastructure improvements",,
1705,Heartland Dental - Lot 1B,Development Order,,Commercial,DOS2024-00052,62c4dc12-99f0-4f9c-b35a-f81b5c79ccab,"Proposed construction of a 4,987 SF dental office & associated improvements on Lot 1B.",,
1706,The Shoppes at Verdana Village- Publix ,Complete,Estero,Commercial,COM2022-00884,b2dc5a75-5412-4781-81f7-4f218be5f781,"Construction of a 48,848 Publix grocery store.",,
1707,Arborwood Retail,Permitting,Daniels Parkway,,DOS2024-00058,ac4c1779-79b4-43c3-b9bc-d15c0054264d,"Approved single-phase construction of infrastructure to support 15,340-SF single-story single commercial building with a restaurant(4,600SF) and retail(10,740SF) on a 1.72 -acre site with direct access to Goldenwood Dr.",,
1708,Pinnacle at Three Oaks Commerce Center,Planning/Zoning,Gateway/Airport,Mixed Use,DCI2024-00013,554d054e-0f48-4e6f-830a-3d174351f37b,"Rezone ±58.77 acres from Agricultural (AG-2) to Mixed Use Planned Development (MPD) to allow up to 705,000 SF of commercial, retail and industrial uses.",,
1709,Copperfish MPD,Planning/Zoning,North Fort Myers,Mixed Use,DCI2024-00018,101c3a91-9459-4c91-9dda-25b0a00e17ad,"Rezone 16.7 acres from AG-2 to MPD to allow 200 dwelling units, 300,000 SF retail/office and 110 room hotel. Maximum building height of 75’.",,
1710,Chick-Fil-A 05587 Lehigh Acres,Development Order,Lehigh Acres,Commercial,DOS2024-00064,b51d56fb-0e31-46ad-b41f-d194c094be37,"Proposed redevelopment of existing site to build a 5,614 SF fast food restaurant with drive-thru with associated parking, utilities, and drainage infrastructure.",,
1711,Big Commercial Truck Wash,Development Order,North Fort Myers,Commercial,DOS2025-00127,7908235d-cca3-412e-ba0e-216347fd7914,"Development of a +/- 4,500 SF Commercial Car Wash on Bayshore Road.",,
1712,AA Glass & Windows Inc,Development Order,North Fort Myers,Commercial,DOS2024-00060,262b50e1-854d-422e-80a2-ec92aaede4c7,"Proposed construction of an 4,600 SF Office Building and separate 7,317 SF Warehouse.",,
1713,Mainline,Development Order,Gateway/Airport,Industrial,DOS2024-00063,0ddadca1-71dc-4a12-93ae-e62f03a89023,This project proposes to retain and reuse the existing office and convert the repair facility building  to additional warehousing and related equipment storage.,,
1714,Amazing Grace Outreach Ministries Inc,Development Order,Lehigh Acres,Other,DOS2024-00074,3f505056-8820-41be-bd6e-9132eae81528,"Propose 2 phase construction of a 3,755 sq. ft. one story church and a 4.250 sq. ft fellowship building. ",,
1715,Fifth Third Bank-Verdana Village,Development Order,Southeast Lee County,Commercial,DOS2024-00075,a9256aca-8542-4ff5-817c-afa54e0aa63c,"Proposed Construction of 1,900 SF Financial Institution with Drive-Thru, associated parking and related infrastructure on Lot 1A.",,
1716,Apex,Development Order,South Fort Myers,Commercial,DOS2024-00076,22b080c1-f7f4-4c7f-9523-c0b291311ef7,"Construction of an 8,378 sf 1 story building in one phase to be used for a physical therapy clinic, with office and retail tenant space on an outparcel in the Reflection lakes commercial center.",,
1717,Golf Club Drive Storage,Development Order,North Fort Myers,Commercial,DOS2024-00077,547bcf31-e2d3-47a2-a2d4-bd36e9538e7b,"The proposed project is for a 789-unit storage facility on a 4.50-acre site, it will consist of one three (3) story building (110,115 gross square feet), a 0.65-acre lake with  0.13 acres of dry pretreatment, and associated infrastructure.",,
1718,Fort Myers Airport Cambria,Development Order,Gateway/Airport,Commercial,DOS2024-00068,dd01c451-4934-47b9-989b-8c186fda9b38,Request to approve a 115 room located on a 2.35 acres parcel within the Arborwood Village CPD,,
1719,Bayshore Rezone,Planning/Zoning,North Fort Myers,Commercial,DCI2024-00020,3165d1ed-2a76-4fd0-b906-6e34e177c5a2,": Change zoning from AG-2 to CPD to allow for commercial uses, more specific Contractor and Builders, Group I and II for a Flex storage with office with a Max. 10,000 sq.ft. ",,
1720,Starbucks #68267,Complete,Buckingham,Commercial,DOS2021-00197,9cfecb85-496e-40bf-bc0d-f6854cfb9c9d,"Proposed construction of infrastructure to support a 2,526-SF commercial building for a coffee shop with drive-through lane outdoor seating area on a 1.12-acre site along Boatways Road.",,
1722,Lehigh Carniceria Monterrey  Expansion,Development Order,Lehigh Acres,Commercial,DOS2025-00143,286a400e-be4a-483f-b291-6f88f5383804,"Proposed expansion of the existing retail facility, including construction of a 5,400 SF addition to the existing 3,932 SF building, demolition of existing drain field, and installation of a new onsite wastewater system. ",,
1723,1390 Lee Blvd,Development Order,Lehigh Acres,Commercial,DOS2024-00084,aaf7d362-d8ab-4e76-8216-51bf25624a1c,"Propose development of vacant parcel into two (2) 3,825 SF (Total of 7,650 SF) office/retail buildings.",,
1724,Brooks Road Multi-Family,Planning/Zoning,North Fort Myers,Mixed Use,DOS2025-00072,ef3c67b4-4ded-4ec6-a50f-a8f90b26e5d8,Proposed development of a 5-story multi-family residential development consisting of approximately 445 dwelling units and amenity areas.,"REZ2024-00006 Request to rezone 27.36± acres from: General Commercial (CG), Commercial (C-1) and Residential Single Family (RS-1) to Commercial (C-1).",
1726,Trend Moving & Storage ,Complete,Gateway/Airport,Industrial,COM2022-00987,1204ecab-0812-4ba2-9d77-278a212b07f0,"25,000 sq ft. pre-engineered metal building",,
1727,Ten8 Fire & Safety ,Complete,Gateway/Airport,Industrial,COM2022-02713,8578963f-2b71-47b5-9a26-5c42f877ae3e,"15,00 sq.ft. pre-engineered metal building. ",,
1728,Velocity Engineering Building ,Complete,Gateway/Airport,Industrial,COM2023-01059,9d88656c-0554-4654-b675-2db0f19cfbfb,"8,000 sq.ft. pre-engineered metal building",,
1730,The Reserve at Pinto Place,Planning/Zoning,Daniels Parkway,Residential,DCI2024-00028,76b38320-c8c7-41ef-8f4f-2298c1c1d155,"Rezone property from AG-2 to PD (Planned Development) to accommodate a proposed Multi-family Development consisting of four (4) apartment buildings with 84 total unit mixture of one, two, three and four bedrooms, Clubhouse, maintenance building and amenities.",,
1731,Gasparilla Marine Sales Business Expansion,Development Order,North Fort Myers,Industrial,DOS2024-00079,25c6afb0-f590-4210-abeb-429db780fc11,"The proposed expansion of two industrial buildings and the construction of a new industrial building with associated drainage, landscaping, parking & utilities.",,
1732,2307-2309 Laurel Lane,Development Order,North Fort Myers,Industrial,DOS2024-00081,bd31271b-276b-4bbc-bbb8-256217103f6a,"Proposed development of an indoor and open storage facility with associated landscaping, surface parking, utility infrastructure, and storm water management infrastructure. ",,
1733,Quality First Warehouse,Development Order,Lehigh Acres,Industrial,DOS2024-00086,cd2f9635-f3ca-4fbc-89ae-2184cc9abcd0,,,
1734,Hope City Church Bonita Springs ,Development Order,Southeast Lee County,Other,DOS2024-00089,14895cd2-e3f8-4149-aeb1-47acb7145c1f,"Proposed construction of a 65,000 SF place of worship with a phase 2 additional 10,000 SF place of worship and associated paving, drainage and utility infrastructure.",,
1735,Calusa Grande,Development Order,Iona/McGregor,Mixed Use,DOS2024-00090,44808107-a34e-4b1d-9a65-01af09be1a6a,"Redevelopment of existing 22.6-acre commercial shopping center as a mixed-use development containing 498 Multifamily Residential Units of which 200 units will be affordable as defined under the Live Local Legislation (SB104),72,025 SF general office, 52,418 SF retail including 21,209 SF of restaurant.",,
1736,JBRA CPD,Planning/Zoning,Pine Island,Commercial,DCI2024-00023,5ddf0da3-cee9-4752-8755-6f38c8cc410d,"Rezone the 0.6 acres from TFC-2 and C-1 to CPD to allow for 2,840 SF package store and commercial parking.",,
1737,Sanibel Siesta RV Resort,Planning/Zoning,Iona/McGregor,Other,DCI2024-00025,fb362724-027c-45f2-8da8-a0488b86ac20,Request to rezone 50.52± acres from Mobile Home Residential (MH-2) and Agricultural (AG-2) to Recreational Vehicle Planned Development (RVPD) to allow for the development of a transient RV park with a maximum of 404 recreational vehicle lots and associated amenities.,,
